name,code,Sector_main,sector
MI-CE: CW MI TECHNOVATION BERHAD (MIBB),5286CE,Warrants,Technology
MI-CF: CW MI TECHNOVATION BERHAD (KIBB),5286CF,Warrants,Technology
MYEG-C44: CW MY E.G. SERVICES BERHAD (MIBB),013844,Warrants,Technology
MYEG-C46: CW MY E.G. SERVICES BERHAD (MACQ),013846,Warrants,Technology
MYEG-C47: CW MY E.G. SERVICES BERHAD (RHB),013847,Warrants,Technology
MYEG-C48: CW MY E.G. SERVICES BERHAD (MACQ),013848,Warrants,Technology
MYEG-C49: CW MY E.G. SERVICES BERHAD (KIBB),013849,Warrants,Technology
MYEG-C50: CW MY E.G. SERVICES BERHAD (MIBB),013850,Warrants,Technology
MYEG-C51: CW MY E.G. SERVICES BERHAD (RHB),013851,Warrants,Technology
MYEG-C52: CW MY E.G. SERVICES BERHAD (MACQ),013852,Warrants,Technology
MYEG-C53: CW MY E.G. SERVICES BERHAD (CIMB),013853,Warrants,Technology
MYEG-C54: CW MY E.G. SERVICES BERHAD (KIBB),013854,Warrants,Technology
MYEG-C55: CW MY E.G. SERVICES BERHAD (MACQ),013855,Warrants,Technology
MYEG-C56: CW MY E.G. SERVICES BERHAD (MACQ),013856,Warrants,Technology
MYEG-C57: CW MY E.G. SERVICES BERHAD (RHB),013857,Warrants,Technology
MYEG-C58: CW MY E.G. SERVICES BERHAD (KIBB),013858,Warrants,Technology
MYEG-C59: CW MY E.G. SERVICES BERHAD (KIBB),013859,Warrants,Technology
MYEG-C60: CW MY E.G. SERVICES BERHAD (CIMB),013860,Warrants,Technology
MYEG-C61: CW MY E.G. SERVICES BERHAD (KIBB),013861,Warrants,Technology
MYEG-C62: CW MY E.G. SERVICES BERHAD (AM),013862,Warrants,Technology
MYEG-C63: CW MY E.G. SERVICES BERHAD (RHB),013863,Warrants,Technology
UNISEM-C11: CW UNISEM (M) BERHAD (MIBB),500511,Warrants,Technology
UNISEM-C12: CW UNISEM (M) BERHAD (RHB),500512,Warrants,Technology
UNISEM-C13: CW UNISEM (M) BERHAD (AM),500513,Warrants,Technology
UNISEM-C14: CW UNISEM (M) BERHAD (MACQ),500514,Warrants,Technology
UNISEM-C15: CW UNISEM (M) BERHAD (KIBB),500515,Warrants,Technology
VITROX-CL: CW VITROX CORPORATION BERHAD (MACQ),0097CL,Warrants,Technology
VITROX-CM: CW VITROX CORPORATION BERHAD (MIBB),0097CM,Warrants,Technology
MALAKOFC12: CW MALAKOFF CORPORATION BERHAD (MACQ),526412,Warrants,Utilities
MALAKOFC13: CW MALAKOFF CORPORATION BERHAD (RHB),526413,Warrants,Utilities
MALAKOFC14: CW MALAKOFF CORPORATION BERHAD (KIBB),526414,Warrants,Utilities
 MALAKOFC15: CW MALAKOFF CORPORATION BERHAD (CIMB),526415,Warrants,Utilities
MALAKOFC16: CW MALAKOFF CORPORATION BERHAD (MACQ),526416,Warrants,Utilities
MALAKOFC17: CW MALAKOFF CORPORATION BERHAD (MIBB),526417,Warrants,Utilities
MALAKOFC18: CW MALAKOFF CORPORATION BERHAD (RHB),526418,Warrants,Utilities
MALAKOFC19: CW MALAKOFF CORPORATION BERHAD (MACQ),526419,Warrants,Utilities
MALAKOFC20: CW MALAKOFF CORPORATION BERHAD (KIBB),526420,Warrants,Utilities
MALAKOFC21: CW MALAKOFF CORPORATION BERHAD (AM),526421,Warrants,Utilities
PETGAS-CR: CW PETRONAS GAS BERHAD (RHB),6033CR,Warrants,Utilities
PETGAS-CS: CW PETRONAS GAS BERHAD (CIMB),6033CS,Warrants,Utilities
TALIWRK-CE: CW TALIWORKS CORPORATION BERHAD (MIBB),8524CE,Warrants,Utilities
TENAGA-C47: CW TENAGA NASIONAL BERHAD (MIBB),534747,Warrants,Utilities
TENAGA-C49: CW TENAGA NASIONAL BERHAD (MACQ),534749,Warrants,Utilities
TENAGA-C50: CW TENAGA NASIONAL BERHAD (MACQ),534750,Warrants,Utilities
TENAGA-C51: CW TENAGA NASIONAL BERHAD (CIMB),534751,Warrants,Utilities
TENAGA-C52: CW TENAGA NASIONAL BERHAD (RHB),534752,Warrants,Utilities
TENAGA-C53: CW TENAGA NASIONAL BERHAD (KIBB),534753,Warrants,Utilities
TENAGA-C54: CW TENAGA NASIONAL BERHAD (RHB),534754,Warrants,Utilities
YTL-C22: CW YTL CORPORATION BERHAD (MIBB),467722,Warrants,Utilities
YTL-C23: CW YTL CORPORATION BERHAD (CIMB),467723,Warrants,Utilities
YTL-C24: CW YTL CORPORATION BERHAD (AM),467724,Warrants,Utilities
YTLPOWR-C5: CW YTL POWER INTERNATIONAL BERHAD (CIMB),6742C5,Warrants,Utilities
YTLPOWR-C6: CW YTL POWER INTERNATIONAL BERHAD (MACQ),6742C6,Warrants,Utilities
YTLPOWR-C7: CW YTL POWER INTERNATIONAL BERHAD (AM),6742C7,Warrants,Utilities
ABF MALAYSIA BOND INDEX FUND,0800EA,ETF,Exchange Traded Fund-Bond
TRADEPLUS S&P NEW CHINA TRACKER-MYR,0829EA,ETF,Exchange Traded Fund-Equity
TRADEPLUS S&P NEW CHINA TRACKER-USD,0829EB,ETF,Exchange Traded Fund-Equity
CIMB FTSE ASEAN 40 MALAYSIA,0822EA,ETF,Exchange Traded Fund-Equity
CIMB FTSE CHINA 50,0823EA,ETF,Exchange Traded Fund-Equity
FTSE BURSA MALAYSIA KLCI ETF,0820EA,ETF,Exchange Traded Fund-Equity
MYETF THOMSON REUTERS ASIA PACIFIC EX-JAPAN ISLAMIC AGRIBUSINESS,0826EA,ETF,Exchange Traded Fund-Equity
MyETF MSCI SEA ISLAMIC DIVIDEND,0825EA,ETF,Exchange Traded Fund-Equity
MYETF DOW JONES U.S. TITANS 50,0827EA,ETF,Exchange Traded Fund-Equity
MyETF DJISLAMICMKTMSIATITANS25,0821EA,ETF,Exchange Traded Fund-Equity
MyETF MSCI MALAYSIA ISLAMIC DIVIDEND,0824EA,ETF,Exchange Traded Fund-Equity
TRADEPLUS SHARIAH GOLD TRACKER,0828EA,ETF,Exchange Traded Fund-Commodity
