name,code,Sector_main,sector
SUNZEN BIOTECH BERHAD - WARRANTS B 2016/2021,0148WB,Ace Market,Consumer Products & Services
WEGMANS HOLDINGS BERHAD,0197,Ace Market,Consumer Products & Services
WEGMANS HOLDINGS BERHAD - WARRANTS A 2019/2022,0197WA,Ace Market,Consumer Products & Services
XINGHE HOLDINGS BERHAD,0095,Ace Market,Consumer Products & Services
XINGHE HOLDINGS BERHAD - WARRANTS A,0095WA,Ace Market,Consumer Products & Services
GDB HOLDINGS BERHAD,0198,Ace Market,Construction
GAGASAN NADI CERGAS BERHAD,0206,Ace Market,Construction
SC ESTATE BUILDER BERHAD,0109,Ace Market,Construction
SC ESTATE BUILDER BERHAD - WARRANTS B 2014/2019,0109WB,Ace Market,Construction
WIDAD GROUP BERHAD,0162,Ace Market,Construction
WIDAD GROUP BERHAD - WARRANT 2018 /2023,0162WA,Ace Market,Construction
ADVANCE INFORMATION MARKETING,0122,Ace Market,Industrial Products & Services
ASIA POLY HOLDINGS BHD,0105,Ace Market,Industrial Products & Services
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,0105PA,Ace Market,Industrial Products & Services
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,0105WA,Ace Market,Industrial Products & Services
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,0105WB,Ace Market,Industrial Products & Services
AT SYSTEMATIZATION BHD,0072,Ace Market,Industrial Products & Services
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,0072WB,Ace Market,Industrial Products & Services
BCM ALLIANCE BERHAD,0187,Ace Market,Industrial Products & Services
CONNECTCOUNTY HOLDINGS BHD,0102,Ace Market,Industrial Products & Services
CONNECTCOUNTY HOLDINGS BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2016/2021,0102PA,Ace Market,Industrial Products & Services
CONNECTCOUNTY HLD BHD-WA 11/21,0102WA,Ace Market,Industrial Products & Services
CONNECTCOUNTY HOLDINGS BERHAD-WARRANTS B 2016/2021,0102WB,Ace Market,Industrial Products & Services
EVERSAFE RUBBER BERHAD,0190,Ace Market,Industrial Products & Services
ES CERAMICS TECHNOLOGY BHD,0100,Ace Market,Industrial Products & Services
GFM SERVICES BERHAD,0039,Ace Market,Industrial Products & Services
GFM SERVICES BERHAD - WARRANTS C 2019/2022,0039WC,Ace Market,Industrial Products & Services
HENG HUAT RESOURCES GROUP BHD,0175,Ace Market,Industrial Products & Services
HIAP HUAT HOLDINGS BHD,0160,Ace Market,Industrial Products & Services
HLT GLOBAL BERHAD,0188,Ace Market,Industrial Products & Services
HLT GLOBAL BERHAD - WARRANTS 2017/2022,0188WA,Ace Market,Industrial Products & Services
JAG BERHAD,0024,Ace Market,Industrial Products & Services
JAG BERHAD-WARRANTS A 2014/2019,0024WA,Ace Market,Industrial Products & Services
JAG BERHAD - WARRANTS 2017/2020,0024WB,Ace Market,Industrial Products & Services
KEJURUTERAAN ASASTERA BERHAD,0193,Ace Market,Industrial Products & Services
MCLEAN TECHNOLOGIES BERHAD,0167,Ace Market,Industrial Products & Services
MCLEAN TECHNOLOGIES BERHAD-WARRANTS B 15/20,0167WB,Ace Market,Industrial Products & Services
MEGA SUN CITY HOLDINGS BERHAD,0081,Ace Market,Industrial Products & Services
MEGA SUN CITY HOLDINGS BERHAD - WA 14/19,0081WA,Ace Market,Industrial Products & Services
PASUKHAS GROUP BERHAD,0177,Ace Market,Industrial Products & Services
PLASTRADE TECHNOLOGY BHD,0038,Ace Market,Industrial Products & Services
QES GROUP BERHAD,0196,Ace Market,Industrial Products & Services
SANICHI TECHNOLOGY BHD,0133,Ace Market,Industrial Products & Services
SANICHI TECHNOLOGY BERHAD - WARRANTS C 14/19,0133WC,Ace Market,Industrial Products & Services
SANICHI TECHNOLOGY BERHAD - WARRANTS D 2016/2019,0133WD,Ace Market,Industrial Products & Services
SANICHI TECHNOLOGY BERHAD - WARRANTS E 2018/2021,0133WE,Ace Market,Industrial Products & Services
SCH GROUP BERHAD,0161,Ace Market,Industrial Products & Services
SCH GROUP BERHAD - WARRANTS 2016/2021,0161WA,Ace Market,Industrial Products & Services
SUPERCOMNET TECHNOLOGIES BHD,0001,Ace Market,Industrial Products & Services
SCOPE INDUSTRIES BHD,0028,Ace Market,Industrial Products & Services
SCOPE INDUSTRIES BHD - WARR,0028WA,Ace Market,Industrial Products & Services
SERSOL BERHAD,0055,Ace Market,Industrial Products & Services
SERSOL BERHAD - WARR13/23,0055WA,Ace Market,Industrial Products & Services
TECHFAST HOLDINGS BHD,0084,Ace Market,Industrial Products & Services
TEX CYCLE TECHNOLOGY (M) BHD,0089,Ace Market,Industrial Products & Services
YBS INTERNATIONAL BERHAD,0025,Ace Market,Industrial Products & Services
BINASAT COMMUNICATIONS BERHAD,0195,Ace Market,Telecommunications & Media
INNITY CORPORATION BHD,0147,Ace Market,Telecommunications & Media
M3 TECHNOLOGIES(ASIA)BHD,0017,Ace Market,Telecommunications & Media
M3 TECHNOLOGIES (ASIA) BERHAD - WARRANTS A 2016/2019,0017WA,Ace Market,Telecommunications & Media
MNC WIRELESS BHD,0103,Ace Market,Telecommunications & Media
M N C WIRELESS BERHAD - WARRANTS A 2016/2021,0103WA,Ace Market,Telecommunications & Media
MTOUCHE TECHNOLOGY BHD,0092,Ace Market,Telecommunications & Media
MTOUCHE TECH BHD-WB 2010/2020,0092WB,Ace Market,Telecommunications & Media
MTOUCHE TECHNOLOGY BERHAD - WARRANTS C 2017/2020,0092WC,Ace Market,Telecommunications & Media
NEXGRAM HOLDINGS BERHAD,0096,Ace Market,Telecommunications & Media
NEXGRAM HOLDINGS BERHAD - WA 12/22,0096WA,Ace Market,Telecommunications & Media
NEXGRAM HOLDINGS BERHAD - WB 13/23,0096WB,Ace Market,Telecommunications & Media
NEXGRAM HOLDINGS BERHAD - WARRANTS C  14/24,0096WC,Ace Market,Telecommunications & Media
OPCOM HOLDINGS BHD,0035,Ace Market,Telecommunications & Media
PRIVASIA TECHNOLOGY BERHAD,0123,Ace Market,Telecommunications & Media
PUC BERHAD,0007,Ace Market,Telecommunications & Media
PUC BERHAD - WARRANTS A,0007WA,Ace Market,Telecommunications & Media
REDTONE INTERNATIONAL BHD,0032,Ace Market,Telecommunications & Media
REV ASIA BERHAD,0173,Ace Market,Telecommunications & Media
SEDANIA INNOVATOR BERHAD,0178,Ace Market,Telecommunications & Media
SILVER RIDGE HOLDINGS BHD,0129,Ace Market,Telecommunications & Media
SILVER RIDGE HLDG-WARRANT13/23,0129WA,Ace Market,Telecommunications & Media
XOX BHD,0165,Ace Market,Telecommunications & Media
BRITE-TECH BHD,0011,Ace Market,Utilities
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,Bond & Loan,Financial Services
ELK-DESA RESOURCES BHD-ICULS 2014/2022,5228LA,Bond & Loan,Financial Services
REDTONE INTL - ICULS 2010/2020,0032LA,Bond & Loan,Telecommunications & Media
ATTA GLOBAL GROUP BERHAD - ICULS 12/22,7099LA,Bond & Loan,Industrial Products & Services
BERJAYA CORP BHD-ICULS 12/22,3395LD,Bond & Loan,Industrial Products & Services
BERJAYA CORPORATION BERHAD - ICULS 2016/2026,3395LE,Bond & Loan,Industrial Products & Services
CME GROUP BHD-IRREDEEMABLE CONVERTIBLE UNSECURED LOAN STOCKS 14/24,7018LA,Bond & Loan,Industrial Products & Services
HIAP TECK VENTURE BERHAD - RCUIDS 2016/2021,5072LA,Bond & Loan,Industrial Products & Services
IRE-TEX CORPORATION BERHAD-ICULS 14/19,7183LA,Bond & Loan,Industrial Products & Services
PMB TECHNOLOGY BERHAD - ICULS A 2018/2023,7172LA,Bond & Loan,Industrial Products & Services
SOUTHERN STEEL BERHAD - RCULS 2015/2020,5665LB,Bond & Loan,Industrial Products & Services
THONG GUAN INDUSTRIES BERHAD - ICULS 2014/2019,7034LA,Bond & Loan,Industrial Products & Services
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,4057LC,Bond & Loan,Property
I-BERHAD - IRREDEEMABLE CONVERTIBLE UNSECURED LOAN STOCK,4251LB,Bond & Loan,Property
YTL LAND & DEVELOPMENT-ICULS,2577LA,Bond & Loan,Property
DANAINFRA NASIONAL-ETBS 4%0223,0400GA,Bond & Loan,Bond Islamic
DANAINFRA NASIONAL-ETBS 4.23%0721,0400GC,Bond & Loan,Bond Islamic
DANAINFRA NASIONAL-ETBS4.58%1028,0400GB,Bond & Loan,Bond Islamic
IHSAN SUKUK-ETBS 4.60%0824,0401GA,Bond & Loan,Bond Islamic
HARTA-C11: CW HARTALEGA HOLDINGS BERHAD (CIMB),516811,Warrants,Health Care
HARTA-C15: CW HARTALEGA HOLDINGS BERHAD (MACQ),516815,Warrants,Health Care
HARTA-C16: CW HARTALEGA HOLDINGS BERHAD (AM),516816,Warrants,Health Care
HARTA-C17: CW HARTALEGA HOLDINGS BERHAD (RHB),516817,Warrants,Health Care
HARTA-C18: CW HARTALEGA HOLDINGS BERHAD (CIMB),516818,Warrants,Health Care
HARTA-C19: CW HARTALEGA HOLDINGS BERHAD (RHB),516819,Warrants,Health Care
HARTA-C20: CW HARTALEGA HOLDINGS BERHAD (MACQ),516820,Warrants,Health Care
HARTA-C21: CW HARTALEGA HOLDINGS BERHAD (KIBB),516821,Warrants,Health Care
HARTA-C22: CW HARTALEGA HOLDINGS BERHAD (CIMB),516822,Warrants,Health Care
IHH-C10: CW IHH HEALTHCARE BERHAD (MACQ),522510,Warrants,Health Care
IHH-C7: CW IHH HEALTHCARE BERHAD (CIMB),5225C7,Warrants,Health Care
IHH-C8: CW IHH HEALTHCARE BERHAD (AM),5225C8,Warrants,Health Care
IHH-C9: CW IHH HEALTHCARE BERHAD (RHB),5225C9,Warrants,Health Care
KOSSAN-CY: CW KOSSAN RUBBER INDUSTRIES BERHAD (RHB),7153CY,Warrants,Health Care
KOSSAN-CZ: CW KOSSAN RUBBER INDUSTRIES BERHAD (RHB),7153CZ,Warrants,Health Care
KPJ-CR: CW KPJ HEALTHCARE BERHAD (RHB),5878CR,Warrants,Health Care
KPJ-CS: CW KPJ HEALTHCARE BERHAD (CIMB),5878CS,Warrants,Health Care
SUPERMX-C48: CW SUPERMAX CORPORATION BERHAD (CIMB),710648,Warrants,Health Care
SUPERMX-C50: CW SUPERMAX CORPORATION BERHAD (MACQ),710650,Warrants,Health Care
SUPERMX-C51: CW SUPERMAX CORPORATION BERHAD (AM),710651,Warrants,Health Care
SUPERMX-C52: CW SUPERMAX CORPORATION BERHAD (MACQ),710652,Warrants,Health Care
SUPERMX-C53: CW SUPERMAX CORPORATION BERHAD (MACQ),710653,Warrants,Health Care
SUPERMX-C54: CW SUPERMAX CORPORATION BERHAD (MIBB),710654,Warrants,Health Care
SUPERMX-C55: CW SUPERMAX CORPORATION BERHAD (CIMB),710655,Warrants,Health Care
SUPERMX-C56: CW SUPERMAX CORPORATION BERHAD (RHB),710656,Warrants,Health Care
SUPERMX-C57: CW SUPERMAX CORPORATION BERHAD (MACQ),710657,Warrants,Health Care
SUPERMX-C58: CW SUPERMAX CORPORATION BERHAD (KIBB),710658,Warrants,Health Care
SUPERMX-C59: CW SUPERMAX CORPORATION BERHAD (CIMB),710659,Warrants,Health Care
SUPERMX-C60: CW SUPERMAX CORPORATION BERHAD (RHB),710660,Warrants,Health Care
SUPERMX-C61: CW SUPERMAX CORPORATION BERHAD (AM),710661,Warrants,Health Care
SUPERMX-C62: CW SUPERMAX CORPORATION BERHAD (MACQ),710662,Warrants,Health Care
SUPERMX-C63: CW SUPERMAX CORPORATION BERHAD (KIBB),710663,Warrants,Health Care
SUPERMX-C64: CW SUPERMAX CORPORATION BERHAD (AM),710664,Warrants,Health Care
SUPERMX-C65: CW SUPERMAX CORPORATION BERHAD (RHB),710665,Warrants,Health Care
SUPERMX-C66: CW SUPERMAX CORPORATION BERHAD (CIMB),710666,Warrants,Health Care
TOPGLOV-C33: CW TOP GLOVE CORPORATION BERHAD (CIMB),711333,Warrants,Health Care
TOPGLOV-C40: CW TOP GLOVE CORPORATION BERHAD (RHB),711340,Warrants,Health Care
TOPGLOV-C41: CW TOP GLOVE CORPORATION BHD (CIMB),711341,Warrants,Health Care
TOPGLOV-C42: CW TOP GLOVE CORPORATION BERHAD (MACQ),711342,Warrants,Health Care
TOPGLOV-C43: CW TOP GLOVE CORPORATION BERHAD (KIBB),711343,Warrants,Health Care
TOPGLOV-C44: CW TOP GLOVE CORPORATION BERHAD (MACQ),711344,Warrants,Health Care
TOPGLOV-C45: CW TOP GLOVE CORPORATION BERHAD (MIBB),711345,Warrants,Health Care
TOPGLOV-C46: CW TOP GLOVE CORPORATION BERHAD (MACQ),711346,Warrants,Health Care
TOPGLOV-C47: CW TOP GLOVE CORPORATION BERHAD (RHB),711347,Warrants,Health Care
TOPGLOV-C48: CW TOP GLOVE CORPORATION BERHAD (CIMB),711348,Warrants,Health Care
TOPGLOV-C49: CW TOP GLOVE CORPORATION BERHAD (KIBB),711349,Warrants,Health Care
TOPGLOV-C50: CW TOP GLOVE CORPORATION BERHAD (AM),711350,Warrants,Health Care
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB),521040,Warrants,Energy
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB),521043,Warrants,Energy
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB),521045,Warrants,Energy
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),521046,Warrants,Energy
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),521047,Warrants,Energy
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),521048,Warrants,Energy
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),521049,Warrants,Energy
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),521050,Warrants,Energy
DIALOG-C33: CW DIALOG GROUP BERHAD (CIMB),727733,Warrants,Energy
DIALOG-C35: CW DIALOG GROUP BERHAD (MACQ),727735,Warrants,Energy
DIALOG-C36: CW DIALOG GROUP BERHAD (MIBB),727736,Warrants,Energy
DIALOG-C37: CW DIALOG GROUP BERHAD (CIMB),727737,Warrants,Energy
DIALOG-C38: CW DIALOG GROUP BERHAD (RHB),727738,Warrants,Energy
DIALOG-C39: CW DIALOG GROUP BERHAD (KIBB),727739,Warrants,Energy
DIALOG-C40: CW DIALOG GROUP BERHAD (MACQ),727740,Warrants,Energy
DIALOG-C41: CW DIALOG GROUP BERHAD (RHB),727741,Warrants,Energy
DIALOG-C42: CW DIALOG GROUP BERHAD (KIBB),727742,Warrants,Energy
DIALOG-C43: CW DIALOG GROUP BERHAD (AM),727743,Warrants,Energy
DIALOG-C44: CW DIALOG GROUP BERHAD (CIMB),727744,Warrants,Energy
HENGYUAN-C1: CW HENGYUAN REFINING COMPANY BERHAD (RHB),4324C1,Warrants,Energy
HENGYUAN-C2: CW HENGYUAN REFINING COMPANY BERHAD (MACQ),4324C2,Warrants,Energy
HENGYUAN-C4: CW HENGYUAN REFINING COMPANY BERHAD (KIBB),4324C4,Warrants,Energy
HENGYUAN-C5: CW HENGYUAN REFINING COMPANY BERHAD (MIBB),4324C5,Warrants,Energy
HENGYUAN-C6: CW HENGYUAN REFINING COMPANY BERHAD (RHB),4324C6,Warrants,Energy
HENGYUAN-C7: CW HENGYUAN REFINING COMPANY BERHAD (MIBB),4324C7,Warrants,Energy
HENGYUAN-C8: CW HENGYUAN REFINING COMPANY BERHAD (MACQ),4324C8,Warrants,Energy
HENGYUAN-CZ: CW HENGYUAN REFINING COMPANY BERHAD (MIBB),4324CZ,Warrants,Energy
HIBISCS-CK: CW HIBISCUS PETROLEUM BERHAD (KIBB),5199CK,Warrants,Energy
HIBISCS-CM: CW HIBISCUS PETROLEUM BERHAD (MIBB),5199CM,Warrants,Energy
HIBISCS-CN: CW HIBISCUS PETROLEUM BERHAD (RHB),5199CN,Warrants,Energy
HIBISCS-CO: CW HIBISCUS PETROLEUM BERHAD (RHB),5199CO,Warrants,Energy
HIBISCS-CP: CW HIBISCUS PETROLEUM BERHAD (AM),5199CP,Warrants,Energy
HIBISCS-CQ: CW HIBISCUS PETROLEUM BERHAD (RHB),5199CQ,Warrants,Energy
HIBISCS-CR: CW HIBISCUS PETROLEUM BERHAD (KIBB),5199CR,Warrants,Energy
HIBISCS-CS: CW HIBISCUS PETROLEUM BERHAD (MIBB),5199CS,Warrants,Energy
HIBISCS-CT: CW HIBISCUS PETROLEUM BERHAD (MIBB),5199CT,Warrants,Energy
HIBISCS-CU: CW HIBISCUS PETROLEUM BERHAD (KIBB),5199CU,Warrants,Energy
HIBISCS-CV: CW HIBISCUS PETROLEUM BERHAD (AM),5199CV,Warrants,Energy
HIBISCS-CW: CW HIBISCUS PETROLEUM BERHAD (CIMB),5199CW,Warrants,Energy
MHB-C13: CW MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD (MACQ),518613,Warrants,Energy
PETRONM-CS: CW PETRON MALAYSIA REFINING & MARKETING BERHAD (MIBB),3042CS,Warrants,Energy
SAPNRGC68: CW SAPURA ENERGY BERHAD (RHB),521868,Warrants,Energy
SAPNRGC69: CW SAPURA ENERGY BERHAD (MACQ),521869,Warrants,Energy
SAPNRGC70: CW SAPURA ENERGY BERHAD (MIBB),521870,Warrants,Energy
SAPNRGC71: CW SAPURA ENERGY BERHAD (KIBB),521871,Warrants,Energy
SAPNRGC72: CW SAPURA ENERGY BERHAD (MACQ),521872,Warrants,Energy
SAPNRGC73: CW SAPURA ENERGY BERHAD (MACQ),521873,Warrants,Energy
SAPNRGC74: CW SAPURA ENERGY BERHAD (KIBB),521874,Warrants,Energy
SAPNRGC75: CW SAPURA ENERGY BERHAD (KIBB),521875,Warrants,Energy
SAPNRGC76: CW SAPURA ENERGY BERHAD (MACQ),521876,Warrants,Energy
SERBADK-CN: CW SERBA DINAMIK HOLDINGS BERHAD (MACQ),5279CN,Warrants,Energy
SERBADK-CO: CW SERBA DINAMIK HOLDINGS BERHAD (AM),5279CO,Warrants,Energy
SERBADK-CP: CW SERBA DINAMIK HOLDINGS BERHAD (KIBB),5279CP,Warrants,Energy
SERBADK-CQ: CW SERBA DINAMIK HOLDINGS BERHAD (RHB),5279CQ,Warrants,Energy
SERBADK-CR: CW SERBA DINAMIK HOLDINGS BERHAD (MIBB),5279CR,Warrants,Energy
SERBADK-CS: CW SERBA DINAMIK HOLDINGS BERHAD (AM),5279CS,Warrants,Energy
VELESTO-C24: CW VELESTO ENERGY BERHAD (RHB),524324,Warrants,Energy
VELESTO-C25: CW VELESTO ENERGY BERHAD (KIBB),524325,Warrants,Energy
VELESTO-C26: CW VELESTO ENERGY BERHAD (MIBB),524326,Warrants,Energy
VELESTO-C27: CW VELESTO ENERGY BERHAD (KIBB),524327,Warrants,Energy
YINSON-CT: CW YINSON HOLDINGS BERHAD (CIMB),7293CT,Warrants,Energy
YINSON-CU: CW YINSON HOLDINGS BERHAD (AM),7293CU,Warrants,Energy
YINSON-CV: CW YINSON HOLDINGS BERHAD (RHB),7293CV,Warrants,Energy
YINSON-CW: CW YINSON HOLDINGS BERHAD (CIMB),7293CW,Warrants,Energy
AAX-C20: CW AIRASIA X BERHAD (RHB),523820,Warrants,Consumer Products & Services
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,Warrants,Consumer Products & Services
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,Warrants,Consumer Products & Services
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,Warrants,Consumer Products & Services
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,Warrants,Consumer Products & Services
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),509959,Warrants,Consumer Products & Services
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),509967,Warrants,Consumer Products & Services
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ),509968,Warrants,Consumer Products & Services
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ),509969,Warrants,Consumer Products & Services
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM),509970,Warrants,Consumer Products & Services
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),509971,Warrants,Consumer Products & Services
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),509972,Warrants,Consumer Products & Services
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),509973,Warrants,Consumer Products & Services
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),509974,Warrants,Consumer Products & Services
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),509975,Warrants,Consumer Products & Services
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),509976,Warrants,Consumer Products & Services
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),509977,Warrants,Consumer Products & Services
AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),509978,Warrants,Consumer Products & Services
AIRASIAC79: CW AIRASIA GROUP BERHAD (CIMB),509979,Warrants,Consumer Products & Services
AIRASIAC80: CW AIRASIA GROUP BERHAD (KIBB),509980,Warrants,Consumer Products & Services
BAT-CM: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (CIMB),4162CM,Warrants,Consumer Products & Services
BAT-CN: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (RHB),4162CN,Warrants,Consumer Products & Services
BAT-CO: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (CIMB),4162CO,Warrants,Consumer Products & Services
BAUTO-C1: CW BERMAZ AUTO BERHAD (MACQ),5248C1,Warrants,Consumer Products & Services
BAUTO-CY: CW BERMAZ AUTO BERHAD (KIBB),5248CY,Warrants,Consumer Products & Services
BAUTO-CZ: CW BERMAZ AUTO BERHAD (RHB),5248CZ,Warrants,Consumer Products & Services
BJTOTO-CX: CW BERJAYA SPORTS TOTO BERHAD (RHB),1562CX,Warrants,Consumer Products & Services
DRBHCOMC60: CW DRB-HICOM BERHAD (CIMB),161960,Warrants,Consumer Products & Services
DRBHCOMC62: CW DRB-HICOM BERHAD (MACQ),161962,Warrants,Consumer Products & Services
DRBHCOMC63: CW DRB-HICOM BERHAD (RHB),161963,Warrants,Consumer Products & Services
DRBHCOMC64: CW DRB-HICOM BERHAD (CIMB),161964,Warrants,Consumer Products & Services
DRBHCOMC66: CW DRB-HICOM BERHAD (MACQ),161966,Warrants,Consumer Products & Services
DRBHCOMC67: CW DRB-HICOM BERHAD (KIBB),161967,Warrants,Consumer Products & Services
DRBHCOMC68: CW DRB-HICOM BERHAD (MACQ),161968,Warrants,Consumer Products & Services
DRBHCOMC69: CW DRB-HICOM BERHAD (RHB),161969,Warrants,Consumer Products & Services
DRBHCOMC70: CW DRB-HICOM BERHAD (CIMB),161970,Warrants,Consumer Products & Services
DRBHCOMC71: CW DRB-HICOM BERHAD (MIBB),161971,Warrants,Consumer Products & Services
DRBHCOMC72: CW DRB-HICOM BERHAD (KIBB),161972,Warrants,Consumer Products & Services
DRBHCOMC73: CW DRB-HICOM BERHAD (AM),161973,Warrants,Consumer Products & Services
DRBHCOMC74: CW DRB-HICOM BERHAD (MACQ),161974,Warrants,Consumer Products & Services
DRBHCOMC75: CW DRB-HICOM BERHAD (CIMB),161975,Warrants,Consumer Products & Services
GCB-CA: CW GUAN CHONG BERHAD (RHB),5102CA,Warrants,Consumer Products & Services
GCB-CB: CW GUAN CHONG BERHAD (RHB),5102CB,Warrants,Consumer Products & Services
GCB-CC: CW GUAN CHONG BERHAD (MIBB),5102CC,Warrants,Consumer Products & Services
GENM-C38: CW GENTING MALAYSIA BERHAD (RHB),471538,Warrants,Consumer Products & Services
GENM-C40: CW GENTING MALAYSIA BERHAD (KIBB),471540,Warrants,Consumer Products & Services
GENM-C41: CW GENTING MALAYSIA BERHAD (CIMB),471541,Warrants,Consumer Products & Services
GENM-C42: CW GENTING MALAYSIA BERHAD (MACQ),471542,Warrants,Consumer Products & Services
GENM-C43: CW GENTING MALAYSIA BERHAD (RHB),471543,Warrants,Consumer Products & Services
GENM-C44: CW GENTING MALAYSIA BERHAD (KIBB),471544,Warrants,Consumer Products & Services
GENM-C45: CW GENTING MALAYSIA BERHAD (AM),471545,Warrants,Consumer Products & Services
GENM-C46: CW GENTING MALAYSIA BERHAD (MACQ),471546,Warrants,Consumer Products & Services
GENM-C47: CW GENTING MALAYSIA BERHAD (RHB),471547,Warrants,Consumer Products & Services
GENM-C48: CW GENTING MALAYSIA BERHAD (KIBB),471548,Warrants,Consumer Products & Services
GENM-C49: CW GENTING MALAYSIA BERHAD (MACQ),471549,Warrants,Consumer Products & Services
GENM-C50: CW GENTING MALAYSIA BERHAD (CIMB),471550,Warrants,Consumer Products & Services
GENM-C51: CW GENTING MALAYSIA BERHAD (MIBB),471551,Warrants,Consumer Products & Services
GENM-C52: CW GENTING MALAYSIA BERHAD (KIBB),471552,Warrants,Consumer Products & Services
GENM-C53: CW GENTING MALAYSIA BERHAD (AM),471553,Warrants,Consumer Products & Services
GENM-C54: CW GENTING MALAYSIA BERHAD (CIMB),471554,Warrants,Consumer Products & Services
GENTINGC51: CW GENTING BERHAD (CIMB),318251,Warrants,Consumer Products & Services
GENTINGC55: CW GENTING BERHAD (RHB),318255,Warrants,Consumer Products & Services
GENTINGC56: CW GENTING BERHAD (MACQ),318256,Warrants,Consumer Products & Services
GENTINGC57: CW GENTING BERHAD (MACQ),318257,Warrants,Consumer Products & Services
GENTINGC58: CW GENTING BERHAD (CIMB),318258,Warrants,Consumer Products & Services
GENTINGC59: CW GENTING BERHAD (RHB),318259,Warrants,Consumer Products & Services
GENTINGC60: CW GENTING BERHAD (KIBB),318260,Warrants,Consumer Products & Services
GENTINGC61: CW GENTING BERHAD (AM),318261,Warrants,Consumer Products & Services
GENTINGC62: CW GENTING BERHAD (MACQ),318262,Warrants,Consumer Products & Services
GENTINGC63: CW GENTING BERHAD (MIBB),318263,Warrants,Consumer Products & Services
GENTINGC64: CW GENTING BERHAD (KIBB),318264,Warrants,Consumer Products & Services
HAIO-CG: CW HAI-O ENTERPRISE BERHAD (MACQ),7668CG,Warrants,Consumer Products & Services
NESTLE-CE: CW NESTLE (MALAYSIA) BERHAD (CIMB),4707CE,Warrants,Consumer Products & Services
PADINI-CV: CW PADINI HOLDINGS BERHAD (RHB),7052CV,Warrants,Consumer Products & Services
PADINI-CW: CW PADINI HOLDINGS BERHAD (MACQ),7052CW,Warrants,Consumer Products & Services
PADINI-CX: CW PADINI HOLDINGS BERHAD (RHB),7052CX,Warrants,Consumer Products & Services
PADINI-CY: CW PADINI HOLDINGS BERHAD (MACQ),7052CY,Warrants,Consumer Products & Services
PADINI-CZ: CW PADINI HOLDINGS BERHAD (MIBB),7052CZ,Warrants,Consumer Products & Services
PETDAG-CW: CW PETRONAS DAGANGAN BERHAD (RHB),5681CW,Warrants,Consumer Products & Services
PETDAG-CX: CW PETRONAS DAGANGAN BERHAD (CIMB),5681CX,Warrants,Consumer Products & Services
PPB-CJ: CW PPB GROUP BERHAD (RHB),4065CJ,Warrants,Consumer Products & Services
QL-CL: CW QL RESOURCES BERHAD (RHB),7084CL,Warrants,Consumer Products & Services
QL-CM: CW QL RESOURCES BERHAD (MACQ),7084CM,Warrants,Consumer Products & Services
QL-CN: CW QL RESOURCES BERHAD (CIMB),7084CN,Warrants,Consumer Products & Services
QL-CO: CW QL RESOURCES BERHAD (MIBB),7084CO,Warrants,Consumer Products & Services
SIME-C25: CW SIME DARBY BERHAD (MIBB),419725,Warrants,Consumer Products & Services
SIME-C27: CW SIME DARBY BERHAD (CIMB),419727,Warrants,Consumer Products & Services
SIME-C28: CW SIME DARBY BERHAD (RHB),419728,Warrants,Consumer Products & Services
