name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70322,4-Mar-19,7:11 PM,0.29,0.285,0.385,0.31,"35,452",0.290 / 100,0.350 / 400
A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70324,4-Mar-19,7:11 PM,0.89,0.89,0.98,0.915,500,0.000 / 0,0.000 / 0
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,4-Mar-19,7:11 PM,-,-,-,0.505,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,4-Mar-19,7:11 PM,0.29,0.29,0.33,0.295,"9,757",0.295 / 100,0.370 / 170
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,4-Mar-19,7:11 PM,0.405,0.4,0.485,0.42,"184,348",0.420 / 166,0.450 / 400
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,4-Mar-19,7:11 PM,0.83,0.83,0.94,0.94,123,0.800 / 150,0.980 / 1
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,4-Mar-19,7:11 PM,-,-,-,0.915,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,4-Mar-19,7:11 PM,0.605,0.605,0.675,0.61,"15,019",0.600 / 100,0.000 / 0
A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70321,4-Mar-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70323,4-Mar-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.065 / 56
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,4-Mar-19,7:11 PM,-,-,-,0.035,0,0.010 / 200,0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,4-Mar-19,7:11 PM,0.075,0.045,0.075,0.065,"39,193",0.065 / 71,0.090 / 235
ASTRAL ASIA BHD,7054,4-Mar-19,7:11 PM,-,-,-,0.145,0,0.145 / 605,0.155 / 410
AIRASIA X BERHAD,5238,4-Mar-19,7:11 PM,0.255,0.245,0.255,0.25,"74,981","0.245 / 74,493","0.250 / 32,326"
AAX-C20: CW AIRASIA X BERHAD (RHB),523820,4-Mar-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 11,500"
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,4-Mar-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,4-Mar-19,7:11 PM,0.055,0.05,0.055,0.055,"17,724","0.050 / 39,342","0.055 / 3,232"
ABF MALAYSIA BOND INDEX FUND,0800EA,4-Mar-19,7:11 PM,-,-,-,1.167,0,1.167 / 13,"1.168 / 1,000"
ABLEGROUP BERHAD,7086,4-Mar-19,7:11 PM,-,-,-,0.07,0,"0.070 / 8,549","0.075 / 1,843"
ALLIANCE BANK MALAYSIA BERHAD,2488,4-Mar-19,7:11 PM,4.15,4.15,4.26,4.2,"7,500",4.190 / 30,"4.200 / 3,341"
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,4-Mar-19,7:11 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,4-Mar-19,7:11 PM,-,-,-,0.23,0,0.250 / 280,0.300 / 47
ACOUSTECH BHD,7120,4-Mar-19,7:11 PM,0.435,0.43,0.445,0.44,"19,560",0.430 / 278,0.435 / 27
ADVANCECON HOLDINGS BERHAD,5281,4-Mar-19,7:11 PM,0.35,0.34,0.355,0.345,"8,270",0.345 / 354,"0.350 / 1,250"
ADVENTA BHD,7191,4-Mar-19,7:11 PM,0.37,0.36,0.37,0.36,222,0.355 / 250,0.360 / 8
ADVANCED PACKAGING TECHNOLOGY,9148,4-Mar-19,7:11 PM,-,-,-,1.9,0,1.800 / 50,2.000 / 179
AE MULTI HOLDINGS BHD,7146,4-Mar-19,7:11 PM,-,-,-,0.12,0,0.120 / 1,0.125 / 90
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,4-Mar-19,7:11 PM,-,-,-,0.005,0,"0.005 / 31,000","0.010 / 25,816"
AEMULUS HOLDINGS BERHAD,181,4-Mar-19,7:11 PM,0.245,0.24,0.25,0.25,"18,022","0.245 / 2,210","0.250 / 4,363"
AEON CO. (M) BHD,6599,4-Mar-19,7:11 PM,1.6,1.59,1.64,1.62,"9,141",1.610 / 328,1.620 / 754
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,4-Mar-19,7:11 PM,0.055,0.055,0.06,0.06,"1,814",0.060 / 74,0.065 / 400
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,4-Mar-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,4-Mar-19,7:11 PM,-,-,-,0.03,0,0.000 / 0,0.040 / 500
AEON CREDIT SERVICE (M) BHD,5139,4-Mar-19,7:11 PM,17,16.8,17.18,16.8,"2,744",16.800 / 20,17.060 / 10
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,4-Mar-19,7:11 PM,-,-,-,1.5,0,1.500 / 160,1.600 / 66
AFFIN BANK BERHAD,5185,4-Mar-19,7:11 PM,2.28,2.27,2.3,2.3,"1,353",2.270 / 253,2.300 / 14
ABM FUJIYA BERHAD,5198,4-Mar-19,7:11 PM,0.535,0.535,0.54,0.535,30,0.505 / 150,0.525 / 17
AHB HOLDINGS BHD,7315,4-Mar-19,7:11 PM,0.13,0.13,0.135,0.135,980,"0.130 / 2,550","0.135 / 1,134"
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,4-Mar-19,7:11 PM,0.005,0.005,0.005,0.005,"1,175",0.000 / 0,0.005 / 359
APEX HEALTHCARE BHD,7090,4-Mar-19,7:11 PM,9.58,9.58,9.83,9.79,751,9.790 / 15,9.800 / 136
AMANAH HARTA TANAH PNB,4952,4-Mar-19,7:11 PM,0.77,0.77,0.77,0.77,22,0.760 / 11,0.770 / 202
ADVANCE INFORMATION MARKETING,122,4-Mar-19,7:11 PM,-,-,-,0.28,0,0.245 / 150,"0.400 / 2,000"
AIRASIA GROUP BERHAD,5099,4-Mar-19,7:11 PM,2.75,2.75,2.84,2.81,"146,086","2.810 / 1,879","2.820 / 1,317"
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),509959,4-Mar-19,7:11 PM,-,-,-,0.025,0,0.000 / 0,0.000 / 0
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),509967,4-Mar-19,7:11 PM,0.115,0.115,0.12,0.115,"5,216",0.115 / 721,0.130 / 600
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ),509968,4-Mar-19,7:11 PM,-,-,-,0.01,0,0.005 / 500,"0.020 / 1,000"
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ),509969,4-Mar-19,7:11 PM,0.04,0.04,0.04,0.04,200,0.000 / 0,0.040 / 300
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM),509970,4-Mar-19,7:11 PM,0.02,0.02,0.025,0.02,"17,850","0.015 / 4,000","0.025 / 6,650"
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),509971,4-Mar-19,7:11 PM,0.085,0.085,0.095,0.09,"16,279","0.085 / 2,248",0.090 / 869
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),509972,4-Mar-19,7:11 PM,0.18,0.18,0.185,0.185,"6,330",0.000 / 0,0.185 / 495
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),509973,4-Mar-19,7:11 PM,0.2,0.2,0.205,0.205,"3,790",0.185 / 900,"0.205 / 1,000"
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),509974,4-Mar-19,7:11 PM,-,-,-,0.28,0,0.000 / 0,0.000 / 0
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),509975,4-Mar-19,7:11 PM,0.125,0.125,0.13,0.13,400,"0.125 / 1,000",0.000 / 0
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),509976,4-Mar-19,7:11 PM,0.075,0.075,0.075,0.075,400,0.000 / 0,0.000 / 0
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),509977,4-Mar-19,7:11 PM,0.075,0.075,0.08,0.075,"33,762","0.075 / 26,300","0.080 / 3,659"
AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),509978,4-Mar-19,7:11 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
