name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70322,13-Mar-19,7:13 PM,0.14,0.12,0.145,0.135,"15,830",0.105 / 100,0.155 / 500
A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70324,13-Mar-19,7:13 PM,0.67,0.67,0.67,0.67,100,0.000 / 0,0.000 / 0
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,13-Mar-19,7:13 PM,-,-,-,0.43,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,13-Mar-19,7:13 PM,0.225,0.21,0.225,0.22,"19,308",0.000 / 0,0.000 / 0
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,13-Mar-19,7:13 PM,0.285,0.265,0.29,0.28,"112,878",0.280 / 270,0.285 / 490
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,13-Mar-19,7:13 PM,0.65,0.65,0.65,0.65,1,0.000 / 0,0.000 / 0
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,13-Mar-19,7:13 PM,-,-,-,0.88,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,13-Mar-19,7:13 PM,0.5,0.47,0.5,0.49,"5,363",0.475 / 100,0.000 / 0
A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70321,13-Mar-19,7:13 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70323,13-Mar-19,7:13 PM,-,-,-,0.005,0,0.000 / 0,0.050 / 56
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,13-Mar-19,7:13 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,13-Mar-19,7:13 PM,0.09,0.09,0.095,0.09,"7,863",0.090 / 111,"0.110 / 3,300"
ASTRAL ASIA BHD,7054,13-Mar-19,7:13 PM,-,-,-,0.145,0,0.145 / 800,0.180 / 100
AIRASIA X BERHAD,5238,13-Mar-19,7:13 PM,0.25,0.25,0.27,0.265,"457,437","0.260 / 74,752","0.265 / 21,660"
AAX-C20: CW AIRASIA X BERHAD (RHB),523820,13-Mar-19,7:13 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 11,830"
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,13-Mar-19,7:13 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,13-Mar-19,7:13 PM,0.055,0.045,0.06,0.055,"89,110","0.050 / 34,574","0.055 / 4,749"
ABF MALAYSIA BOND INDEX FUND,0800EA,13-Mar-19,7:13 PM,1.172,1.172,1.172,1.172,398,1.170 / 3,1.172 / 602
ABLEGROUP BERHAD,7086,13-Mar-19,7:13 PM,-,-,-,0.075,0,"0.070 / 9,493","0.075 / 2,732"
ALLIANCE BANK MALAYSIA BERHAD,2488,13-Mar-19,7:13 PM,4.15,4.14,4.2,4.16,"24,800","4.160 / 4,061",4.180 / 30
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,13-Mar-19,7:13 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,13-Mar-19,7:13 PM,-,-,-,0.25,0,0.250 / 60,0.300 / 47
ACOUSTECH BHD,7120,13-Mar-19,7:13 PM,0.45,0.435,0.455,0.435,"19,249",0.435 / 105,0.440 / 32
ADVANCECON HOLDINGS BERHAD,5281,13-Mar-19,7:13 PM,0.39,0.39,0.435,0.43,"81,281",0.430 / 35,"0.435 / 1,400"
ADVENTA BHD,7191,13-Mar-19,7:13 PM,-,-,-,0.355,0,"0.350 / 12,365",0.375 / 20
ADVANCED PACKAGING TECHNOLOGY,9148,13-Mar-19,7:13 PM,1.9,1.8,1.9,1.8,185,1.660 / 80,1.970 / 10
AE MULTI HOLDINGS BHD,7146,13-Mar-19,7:13 PM,0.11,0.11,0.11,0.11,"1,500","0.110 / 1,880","0.115 / 1,130"
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,13-Mar-19,7:13 PM,-,-,-,0.005,0,"0.005 / 16,935","0.010 / 21,422"
AEMULUS HOLDINGS BERHAD,181,13-Mar-19,7:13 PM,0.24,0.24,0.245,0.245,"12,054","0.240 / 1,907","0.245 / 4,209"
AEON CO. (M) BHD,6599,13-Mar-19,7:13 PM,1.57,1.55,1.58,1.56,"1,360",1.560 / 51,1.580 / 135
