name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,9-Apr-19,7:12 PM,-,-,-,0.615,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,9-Apr-19,7:12 PM,0.355,0.34,0.355,0.355,"42,622",0.000 / 0,0.365 / 136
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,9-Apr-19,7:12 PM,0.495,0.48,0.51,0.51,"41,998",0.475 / 100,0.000 / 0
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,9-Apr-19,7:12 PM,-,-,-,1.05,0,0.000 / 0,1.100 / 10
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,9-Apr-19,7:12 PM,-,-,-,0.985,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,9-Apr-19,7:12 PM,-,-,-,0.685,0,0.000 / 0,0.000 / 0
A50CHIN-C38: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70338,9-Apr-19,7:12 PM,0.335,0.33,0.345,0.34,"147,312",0.340 / 200,0.350 / 180
A50CHIN-C40: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70340,9-Apr-19,7:12 PM,0.415,0.415,0.43,0.42,"49,785",0.400 / 100,0.000 / 0
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,9-Apr-19,7:12 PM,-,-,-,0.035,0,"0.005 / 6,000",0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,9-Apr-19,7:12 PM,0.03,0.03,0.03,0.03,300,"0.015 / 2,000",0.045 / 200
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70329,9-Apr-19,7:12 PM,0.245,0.24,0.25,0.24,"210,097",0.235 / 200,0.250 / 300
ASTRAL ASIA BHD,7054,9-Apr-19,7:12 PM,0.15,0.15,0.15,0.15,110,0.150 / 157,0.165 / 110
AIRASIA X BERHAD,5238,9-Apr-19,7:12 PM,0.235,0.23,0.24,0.23,"199,497","0.230 / 45,032","0.235 / 22,106"
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,9-Apr-19,7:12 PM,0.04,0.04,0.045,0.045,"21,113","0.040 / 9,079","0.045 / 23,118"
ABF MALAYSIA BOND INDEX FUND,0800EA,9-Apr-19,7:12 PM,-,-,-,1.182,0,"1.180 / 1,000","1.185 / 1,000"
ABLEGROUP BERHAD,7086,9-Apr-19,7:12 PM,0.08,0.075,0.085,0.085,"8,361","0.080 / 1,500","0.085 / 5,083"
ALLIANCE BANK MALAYSIA BERHAD,2488,9-Apr-19,7:12 PM,4.1,4.07,4.1,4.09,"9,731",4.070 / 101,"4.090 / 9,687"
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,9-Apr-19,7:12 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,9-Apr-19,7:12 PM,-,-,-,0.26,0,0.255 / 50,0.300 / 47
ACOUSTECH BHD,7120,9-Apr-19,7:12 PM,0.415,0.41,0.42,0.42,"18,190",0.415 / 450,0.420 / 238
ADVANCECON HOLDINGS BERHAD,5281,9-Apr-19,7:12 PM,0.45,0.45,0.48,0.47,"155,895","0.465 / 5,360","0.470 / 4,855"
ADVENTA BHD,7191,9-Apr-19,7:12 PM,0.37,0.36,0.37,0.36,80,0.355 / 50,0.370 / 70
ADVANCED PACKAGING TECHNOLOGY,9148,9-Apr-19,7:12 PM,1.85,1.85,1.85,1.85,50,1.850 / 10,2.100 / 15
AE MULTI HOLDINGS BHD,7146,9-Apr-19,7:12 PM,0.105,0.1,0.105,0.1,700,"0.100 / 5,237","0.110 / 1,323"
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,9-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.010 / 15,627"
AEMULUS HOLDINGS BERHAD,181,9-Apr-19,7:12 PM,0.235,0.23,0.235,0.235,"4,316","0.230 / 10,477","0.235 / 5,296"
AEON CO. (M) BHD,6599,9-Apr-19,7:12 PM,1.5,1.47,1.5,1.48,"3,689",1.470 / 708,"1.480 / 3,876"
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,9-Apr-19,7:12 PM,-,-,-,0.03,0,"0.020 / 2,000","0.035 / 3,910"
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,9-Apr-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,9-Apr-19,7:12 PM,0.01,0.01,0.01,0.01,"2,000","0.010 / 2,000","0.015 / 2,000"
AEON CREDIT SERVICE (M) BHD,5139,9-Apr-19,7:12 PM,16.72,16.68,16.72,16.7,"1,784",16.680 / 16,16.700 / 31
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,9-Apr-19,7:12 PM,-,-,-,1.55,0,1.500 / 102,1.550 / 95
AFFIN BANK BERHAD,5185,9-Apr-19,7:12 PM,2.2,2.19,2.21,2.19,166,2.190 / 273,2.200 / 412
ABM FUJIYA BERHAD,5198,9-Apr-19,7:12 PM,-,-,-,0.53,0,0.505 / 100,0.530 / 49
AHB HOLDINGS BHD,7315,9-Apr-19,7:12 PM,0.14,0.135,0.145,0.135,"6,902","0.135 / 5,730",0.140 / 450
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,9-Apr-19,7:12 PM,0.01,0.01,0.01,0.01,"19,084","0.005 / 33,699","0.010 / 7,507"
APEX HEALTHCARE BHD,7090,9-Apr-19,7:12 PM,9.1,9,9.1,9.09,92,9.000 / 32,9.090 / 20
