name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70322,7-Mar-19,7:11 PM,0.265,0.22,0.265,0.22,"8,205",0.210 / 100,0.250 / 400
A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70324,7-Mar-19,7:11 PM,0.865,0.795,0.865,0.795,500,0.000 / 0,0.795 / 100
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,7-Mar-19,7:11 PM,-,-,-,0.505,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,7-Mar-19,7:11 PM,0.28,0.255,0.28,0.255,"11,260",0.000 / 0,0.000 / 0
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,7-Mar-19,7:11 PM,0.39,0.335,0.39,0.335,"140,289",0.335 / 40,0.340 / 270
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,7-Mar-19,7:11 PM,0.78,0.78,0.78,0.78,121,0.000 / 0,0.000 / 0
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,7-Mar-19,7:11 PM,0.99,0.97,0.99,0.97,111,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,7-Mar-19,7:11 PM,0.58,0.55,0.58,0.55,"1,500",0.000 / 0,0.000 / 0
A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70321,7-Mar-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70323,7-Mar-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.050 / 56
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,7-Mar-19,7:11 PM,-,-,-,0.035,0,0.015 / 400,0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,7-Mar-19,7:11 PM,0.075,0.075,0.08,0.08,"7,685",0.080 / 300,0.090 / 735
ASTRAL ASIA BHD,7054,7-Mar-19,7:11 PM,0.155,0.145,0.155,0.145,420,0.145 / 845,0.180 / 210
AIRASIA X BERHAD,5238,7-Mar-19,7:11 PM,0.255,0.25,0.255,0.25,"34,099","0.250 / 31,807","0.255 / 22,282"
AAX-C20: CW AIRASIA X BERHAD (RHB),523820,7-Mar-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 10,330"
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,7-Mar-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,7-Mar-19,7:11 PM,0.05,0.05,0.055,0.055,"8,075","0.050 / 42,429","0.055 / 10,075"
ABF MALAYSIA BOND INDEX FUND,0800EA,7-Mar-19,7:11 PM,-,-,-,1.167,0,1.167 / 13,"1.168 / 1,000"
ABLEGROUP BERHAD,7086,7-Mar-19,7:11 PM,0.07,0.07,0.07,0.07,"3,801","0.070 / 6,833","0.075 / 5,259"
ALLIANCE BANK MALAYSIA BERHAD,2488,7-Mar-19,7:11 PM,4.2,4.19,4.23,4.22,"6,247",4.190 / 2,"4.220 / 7,284"
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,7-Mar-19,7:11 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,7-Mar-19,7:11 PM,0.25,0.25,0.25,0.25,220,0.250 / 60,0.300 / 47
ACOUSTECH BHD,7120,7-Mar-19,7:11 PM,0.45,0.445,0.46,0.455,"21,403",0.445 / 758,"0.455 / 1,005"
ADVANCECON HOLDINGS BERHAD,5281,7-Mar-19,7:11 PM,0.35,0.35,0.38,0.375,"42,381","0.375 / 4,549","0.380 / 5,281"
ADVENTA BHD,7191,7-Mar-19,7:11 PM,0.385,0.385,0.385,0.385,1,0.355 / 50,0.385 / 99
ADVANCED PACKAGING TECHNOLOGY,9148,7-Mar-19,7:11 PM,-,-,-,1.9,0,1.820 / 20,2.000 / 179
AE MULTI HOLDINGS BHD,7146,7-Mar-19,7:11 PM,0.11,0.11,0.11,0.11,"1,000","0.110 / 3,188",0.115 / 500
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,7-Mar-19,7:11 PM,0.005,0.005,0.005,0.005,"1,000","0.005 / 12,435","0.010 / 23,382"
AEMULUS HOLDINGS BERHAD,181,7-Mar-19,7:11 PM,0.25,0.25,0.265,0.255,"33,317","0.255 / 1,745","0.260 / 1,184"
AEON CO. (M) BHD,6599,7-Mar-19,7:11 PM,1.59,1.58,1.61,1.6,"7,992",1.590 / 143,1.600 / 922
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,7-Mar-19,7:11 PM,0.055,0.055,0.055,0.055,"1,024","0.050 / 1,000","0.060 / 2,550"
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,7-Mar-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,7-Mar-19,7:11 PM,-,-,-,0.03,0,0.000 / 0,0.040 / 500
AEON CREDIT SERVICE (M) BHD,5139,7-Mar-19,7:11 PM,17.2,17,17.36,17.2,"1,952",17.060 / 4,17.200 / 131
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,7-Mar-19,7:11 PM,1.6,1.6,1.62,1.62,180,1.530 / 30,1.580 / 105
AFFIN BANK BERHAD,5185,7-Mar-19,7:11 PM,2.29,2.28,2.31,2.28,"1,007",2.280 / 22,2.290 / 185
ABM FUJIYA BERHAD,5198,7-Mar-19,7:11 PM,-,-,-,0.54,0,0.510 / 80,0.525 / 37
AHB HOLDINGS BHD,7315,7-Mar-19,7:11 PM,0.13,0.13,0.14,0.14,"3,450","0.135 / 1,104","0.140 / 2,384"
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,7-Mar-19,7:11 PM,0.005,0.005,0.005,0.005,"2,838","0.005 / 17,162","0.010 / 17,500"
