name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70322,19-Mar-19,7:12 PM,0.25,0.195,0.25,0.195,303,0.055 / 55,0.000 / 0
A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70324,19-Mar-19,7:12 PM,0.875,0.875,0.875,0.875,200,0.000 / 0,0.000 / 0
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,19-Mar-19,7:12 PM,0.505,0.495,0.505,0.495,"1,030",0.000 / 0,0.570 / 300
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,19-Mar-19,7:12 PM,0.275,0.255,0.275,0.255,"4,120",0.000 / 0,0.280 / 200
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,19-Mar-19,7:12 PM,0.375,0.345,0.375,0.365,"4,275",0.360 / 1,0.365 / 68
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,19-Mar-19,7:12 PM,-,-,-,0.72,0,0.000 / 0,0.000 / 0
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,19-Mar-19,7:12 PM,-,-,-,0.88,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,19-Mar-19,7:12 PM,0.6,0.57,0.6,0.57,"3,314",0.000 / 0,0.000 / 0
A50CHIN-C38: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70338,19-Mar-19,7:12 PM,0.26,0.24,0.265,0.24,"135,650",0.245 / 500,0.320 / 100
A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70321,19-Mar-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70323,19-Mar-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.040 / 56
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,19-Mar-19,7:12 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,19-Mar-19,7:12 PM,0.06,0.06,0.07,0.065,"4,275","0.055 / 1,150",0.065 / 844
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70329,19-Mar-19,7:12 PM,0.36,0.355,0.385,0.38,"88,010",0.360 / 100,0.000 / 0
ASTRAL ASIA BHD,7054,19-Mar-19,7:12 PM,0.155,0.155,0.16,0.16,460,0.160 / 10,0.175 / 20
AIRASIA X BERHAD,5238,19-Mar-19,7:12 PM,0.25,0.25,0.26,0.25,"230,250","0.250 / 89,293","0.255 / 7,328"
AAX-C20: CW AIRASIA X BERHAD (RHB),523820,19-Mar-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 10,530"
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,19-Mar-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,19-Mar-19,7:12 PM,0.05,0.05,0.055,0.055,"25,996","0.050 / 3,354","0.055 / 42,204"
ABF MALAYSIA BOND INDEX FUND,0800EA,19-Mar-19,7:12 PM,-,-,-,1.173,0,"1.169 / 1,000","1.174 / 1,000"
ABLEGROUP BERHAD,7086,19-Mar-19,7:12 PM,0.075,0.07,0.075,0.075,"2,271","0.070 / 12,009","0.075 / 2,646"
ALLIANCE BANK MALAYSIA BERHAD,2488,19-Mar-19,7:12 PM,4.19,4.16,4.2,4.16,"1,974",4.150 / 403,4.160 / 259
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,19-Mar-19,7:12 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,19-Mar-19,7:12 PM,-,-,-,0.25,0,0.250 / 60,0.300 / 47
ACOUSTECH BHD,7120,19-Mar-19,7:12 PM,0.43,0.43,0.44,0.44,"9,177",0.430 / 27,0.440 / 92
ADVANCECON HOLDINGS BERHAD,5281,19-Mar-19,7:12 PM,0.45,0.43,0.45,0.43,"13,776","0.425 / 1,260",0.430 / 13
ADVENTA BHD,7191,19-Mar-19,7:12 PM,0.355,0.355,0.355,0.355,29,0.355 / 21,0.375 / 118
ADVANCED PACKAGING TECHNOLOGY,9148,19-Mar-19,7:12 PM,1.82,1.81,1.82,1.81,125,1.810 / 53,2.000 / 179
AE MULTI HOLDINGS BHD,7146,19-Mar-19,7:12 PM,0.115,0.11,0.115,0.11,"8,199","0.105 / 3,700",0.110 / 820
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,19-Mar-19,7:12 PM,0.005,0.005,0.005,0.005,60,"0.005 / 12,375","0.010 / 20,374"
AEMULUS HOLDINGS BERHAD,181,19-Mar-19,7:12 PM,0.26,0.25,0.265,0.25,"28,075","0.250 / 3,091","0.260 / 3,160"
AEON CO. (M) BHD,6599,19-Mar-19,7:12 PM,1.58,1.55,1.59,1.55,"3,818","1.550 / 1,055",1.560 / 92
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,19-Mar-19,7:12 PM,0.045,0.045,0.05,0.05,510,"0.010 / 3,000","0.050 / 4,579"
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,19-Mar-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,19-Mar-19,7:12 PM,-,-,-,0.03,0,0.000 / 0,0.040 / 500
AEON CREDIT SERVICE (M) BHD,5139,19-Mar-19,7:12 PM,17.16,16.94,17.18,16.94,"1,312",16.940 / 13,17.160 / 14
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,19-Mar-19,7:12 PM,1.52,1.52,1.52,1.52,8,1.530 / 100,1.600 / 98
AFFIN BANK BERHAD,5185,19-Mar-19,7:12 PM,2.26,2.25,2.29,2.29,957,2.260 / 19,2.290 / 21
ABM FUJIYA BERHAD,5198,19-Mar-19,7:12 PM,0.535,0.505,0.56,0.525,"3,960","0.505 / 2,287","0.525 / 2,210"
AHB HOLDINGS BHD,7315,19-Mar-19,7:12 PM,0.145,0.145,0.155,0.15,"16,254","0.145 / 3,067",0.150 / 44
