name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),070326,02 Apr 2019,7:12 PM,-,-,-,0.495,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),070328,02 Apr 2019,7:12 PM,0.310,0.295,0.310,0.300,"22,904",0.280 / 68,0.000 / 0
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070330,02 Apr 2019,7:12 PM,0.440,0.405,0.440,0.410,"15,737",0.365 / 120,0.425 / 80
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070332,02 Apr 2019,7:12 PM,-,-,-,0.930,0,0.690 / 30,0.920 / 60
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),070334,02 Apr 2019,7:12 PM,-,-,-,0.985,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),070336,02 Apr 2019,7:12 PM,0.665,0.655,0.665,0.655,600,0.000 / 0,0.000 / 0
A50CHIN-C38: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070338,02 Apr 2019,7:12 PM,0.290,0.280,0.290,0.280,"186,944","0.100 / 1,000",0.290 / 50
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070325,02 Apr 2019,7:12 PM,-,-,-,0.035,0,"0.005 / 6,000",0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070327,02 Apr 2019,7:12 PM,-,-,-,0.040,0,"0.030 / 1,000",0.040 / 100
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070329,02 Apr 2019,7:12 PM,0.290,0.290,0.300,0.295,"247,777","0.230 / 1,000",0.300 / 100
ASTRAL ASIA BHD,7054,02 Apr 2019,7:12 PM,-,-,-,0.150,0,0.150 / 267,0.170 / 80
AIRASIA X BERHAD,5238,02 Apr 2019,7:12 PM,0.240,0.240,0.245,0.245,"45,737","0.240 / 92,475","0.245 / 37,261"
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,02 Apr 2019,7:12 PM,0.045,0.045,0.045,0.045,"19,424","0.040 / 20,712","0.045 / 11,518"
ABF MALAYSIA BOND INDEX FUND,0800EA,02 Apr 2019,7:12 PM,1.182,1.182,1.182,1.182,58,"1.177 / 1,000",1.182 / 942
ABLEGROUP BERHAD,7086,02 Apr 2019,7:12 PM,0.075,0.075,0.085,0.080,"31,008",0.080 / 26,"0.085 / 6,089"
ALLIANCE BANK MALAYSIA BERHAD,2488,02 Apr 2019,7:12 PM,4.030,4.000,4.060,4.000,"4,895",4.000 / 94,4.020 / 388
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,02 Apr 2019,7:12 PM,-,-,-,0.100,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,02 Apr 2019,7:12 PM,-,-,-,0.250,0,0.260 / 50,0.300 / 47
ACOUSTECH BHD,7120,02 Apr 2019,7:12 PM,0.420,0.415,0.425,0.420,"17,561",0.415 / 131,0.420 / 474
ADVANCECON HOLDINGS BERHAD,5281,02 Apr 2019,7:12 PM,0.450,0.435,0.450,0.440,"11,510","0.435 / 1,925",0.440 / 681
ADVENTA BHD,7191,02 Apr 2019,7:12 PM,0.355,0.350,0.355,0.350,200,"0.350 / 12,015",0.355 / 260
