name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70322,27-Mar-19,7:12 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70324,27-Mar-19,7:12 PM,-,-,-,0.815,0,0.000 / 0,0.000 / 0
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,27-Mar-19,7:12 PM,-,-,-,0.495,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,27-Mar-19,7:12 PM,0.2,0.2,0.22,0.215,"35,080","0.210 / 1,000",0.260 / 100
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,27-Mar-19,7:12 PM,0.265,0.265,0.29,0.275,"17,530","0.275 / 1,250",0.280 / 500
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,27-Mar-19,7:12 PM,-,-,-,0.72,0,0.000 / 0,0.000 / 0
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,27-Mar-19,7:12 PM,0.905,0.895,0.905,0.895,30,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,27-Mar-19,7:12 PM,0.475,0.475,0.505,0.49,"38,098",0.000 / 0,0.500 / 20
A50CHIN-C38: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70338,27-Mar-19,7:12 PM,0.185,0.185,0.205,0.195,"131,998",0.195 / 150,0.205 / 570
A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70321,27-Mar-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70323,27-Mar-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,27-Mar-19,7:12 PM,-,-,-,0.035,0,"0.005 / 6,000",0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,27-Mar-19,7:12 PM,0.075,0.075,0.08,0.08,738,0.065 / 500,0.080 / 462
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70329,27-Mar-19,7:12 PM,0.43,0.4,0.43,0.415,"40,372",0.405 / 200,"0.470 / 1,700"
ASTRAL ASIA BHD,7054,27-Mar-19,7:12 PM,-,-,-,0.16,0,0.150 / 300,0.170 / 80
AIRASIA X BERHAD,5238,27-Mar-19,7:12 PM,0.25,0.245,0.25,0.245,"29,558","0.245 / 73,964","0.250 / 19,133"
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,27-Mar-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,27-Mar-19,7:12 PM,0.045,0.045,0.045,0.045,"15,320","0.045 / 28,247","0.050 / 14,993"
