name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70322,26-Feb-19,7:11 PM,0.225,0.195,0.25,0.2,"55,377",0.190 / 100,0.200 / 500
A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70324,26-Feb-19,7:11 PM,0.785,0.735,0.795,0.735,300,0.000 / 0,0.000 / 0
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,26-Feb-19,7:11 PM,-,-,-,0.495,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,26-Feb-19,7:11 PM,0.26,0.235,0.27,0.24,"31,694",0.000 / 0,0.000 / 0
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,26-Feb-19,7:11 PM,0.35,0.31,0.37,0.315,"346,850",0.250 / 60,0.365 / 200
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,26-Feb-19,7:11 PM,0.725,0.725,0.725,0.725,500,0.000 / 0,0.000 / 0
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,26-Feb-19,7:11 PM,0.95,0.95,0.95,0.95,100,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,26-Feb-19,7:11 PM,0.55,0.505,0.57,0.51,"41,738",0.000 / 0,0.000 / 0
A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70321,26-Feb-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70323,26-Feb-19,7:11 PM,-,-,-,0.015,0,0.000 / 0,0.010 / 450
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,26-Feb-19,7:11 PM,-,-,-,0.035,0,"0.010 / 1,000",0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,26-Feb-19,7:11 PM,0.09,0.085,0.1,0.095,"24,503",0.090 / 722,0.100 / 200
ASTRAL ASIA BHD,7054,26-Feb-19,7:11 PM,-,-,-,0.145,0,0.145 / 875,0.155 / 410
AIRASIA X BERHAD,5238,26-Feb-19,7:11 PM,0.265,0.26,0.265,0.265,"69,458","0.260 / 60,598","0.265 / 56,458"
AAX-C20: CW AIRASIA X BERHAD (RHB),523820,26-Feb-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 11,500"
AAX-C21: CW AIRASIA X BERHAD (MACQ),523821,26-Feb-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,26-Feb-19,7:11 PM,0.055,0.055,0.06,0.06,"4,797","0.055 / 23,335","0.060 / 10,673"
ABF MALAYSIA BOND INDEX FUND,0800EA,26-Feb-19,7:11 PM,1.167,1.167,1.167,1.167,5,"1.162 / 1,000",1.167 / 995
ABLEGROUP BERHAD,7086,26-Feb-19,7:11 PM,-,-,-,0.075,0,"0.070 / 12,150",0.075 / 190
ALLIANCE BANK MALAYSIA BERHAD,2488,26-Feb-19,7:11 PM,4.25,4.22,4.25,4.25,"17,789",4.240 / 429,"4.250 / 2,314"
ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB),2488CX,26-Feb-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,26-Feb-19,7:11 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,26-Feb-19,7:11 PM,-,-,-,0.23,0,0.250 / 100,0.300 / 47
ACOUSTECH BHD,7120,26-Feb-19,7:11 PM,0.445,0.425,0.45,0.45,"19,472",0.440 / 375,0.445 / 150
ADVANCECON HOLDINGS BERHAD,5281,26-Feb-19,7:11 PM,0.355,0.335,0.355,0.34,"9,269",0.335 / 699,0.340 / 997
ADVENTA BHD,7191,26-Feb-19,7:11 PM,-,-,-,0.37,0,0.360 / 100,0.370 / 102
ADVANCED PACKAGING TECHNOLOGY,9148,26-Feb-19,7:11 PM,1.93,1.92,1.93,1.92,80,1.780 / 40,2.000 / 80
AE MULTI HOLDINGS BHD,7146,26-Feb-19,7:11 PM,0.12,0.115,0.12,0.115,"1,462","0.115 / 3,183",0.120 / 100
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,26-Feb-19,7:11 PM,0.005,0.005,0.005,0.005,"1,500","0.005 / 16,500","0.010 / 35,022"
AEMULUS HOLDINGS BERHAD,181,26-Feb-19,7:11 PM,0.25,0.245,0.255,0.245,"11,685","0.245 / 5,469","0.250 / 4,476"
AEON CO. (M) BHD,6599,26-Feb-19,7:11 PM,1.59,1.57,1.6,1.58,"46,167","1.580 / 1,062",1.590 / 150
AEON-CN: CW AEON CO. (M) BERHAD (MIBB),6599CN,26-Feb-19,7:11 PM,-,-,-,0.015,0,0.000 / 0,0.000 / 0
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,26-Feb-19,7:11 PM,0.055,0.055,0.055,0.055,"12,161",0.055 / 181,"0.060 / 6,360"
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,26-Feb-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,26-Feb-19,7:11 PM,-,-,-,0.04,0,0.000 / 0,0.000 / 0
AEON CREDIT SERVICE (M) BHD,5139,26-Feb-19,7:11 PM,17,16.72,17,16.8,803,16.720 / 62,16.800 / 1
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,26-Feb-19,7:11 PM,1.52,1.52,1.63,1.63,323,1.350 / 100,1.550 / 12
AFFIN BANK BERHAD,5185,26-Feb-19,7:11 PM,2.3,2.29,2.32,2.32,"3,809","2.300 / 1,790",2.320 / 243
ABM FUJIYA BERHAD,5198,26-Feb-19,7:11 PM,0.53,0.53,0.53,0.53,19,0.500 / 40,0.530 / 231
AHB HOLDINGS BHD,7315,26-Feb-19,7:11 PM,0.135,0.135,0.135,0.135,"2,416","0.130 / 2,900",0.135 / 200
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,26-Feb-19,7:11 PM,0.005,0.005,0.01,0.01,270,"0.005 / 6,440","0.010 / 16,725"
APEX HEALTHCARE BHD,7090,26-Feb-19,7:11 PM,8.8,8.55,8.8,8.55,149,8.550 / 20,8.800 / 58
AMANAH HARTA TANAH PNB,4952,26-Feb-19,7:11 PM,0.75,0.74,0.75,0.74,80,0.740 / 301,0.770 / 78
ADVANCE INFORMATION MARKETING,122,26-Feb-19,7:11 PM,-,-,-,0.28,0,0.240 / 200,"0.400 / 2,000"
AIRASIA GROUP BERHAD,5099,26-Feb-19,7:11 PM,3.08,3.08,3.11,3.1,"36,295",3.090 / 514,3.100 / 271
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),509959,26-Feb-19,7:11 PM,-,-,-,0.025,0,"0.005 / 3,000",0.000 / 0
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB),509965,26-Feb-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),509967,26-Feb-19,7:11 PM,0.2,0.2,0.21,0.205,"5,677",0.200 / 150,0.210 / 500
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ),509968,26-Feb-19,7:11 PM,0.03,0.03,0.03,0.03,"3,000",0.030 / 200,0.035 / 500
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ),509969,26-Feb-19,7:11 PM,-,-,-,0.135,0,0.000 / 0,0.120 / 400
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM),509970,26-Feb-19,7:11 PM,0.06,0.06,0.06,0.06,"8,450",0.045 / 300,0.000 / 0
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),509971,26-Feb-19,7:11 PM,0.15,0.15,0.16,0.155,"7,600","0.155 / 1,200",0.180 / 100
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),509972,26-Feb-19,7:11 PM,0.25,0.25,0.255,0.255,230,0.255 / 300,0.260 / 100
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),509973,26-Feb-19,7:11 PM,0.29,0.29,0.295,0.29,"16,800",0.000 / 0,0.305 / 300
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),509974,26-Feb-19,7:11 PM,-,-,-,0.47,0,0.000 / 0,0.510 / 200
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),509975,26-Feb-19,7:11 PM,-,-,-,0.19,0,0.000 / 0,0.245 / 30
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),509976,26-Feb-19,7:11 PM,0.105,0.105,0.105,0.105,"2,600",0.000 / 0,0.115 / 500
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),509977,26-Feb-19,7:11 PM,0.125,0.125,0.125,0.125,"42,456","0.125 / 3,280",0.130 / 250
AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),509978,26-Feb-19,7:11 PM,0.145,0.145,0.145,0.145,"6,000",0.000 / 0,0.155 / 500
AIRASIAC79: CW AIRASIA GROUP BERHAD (CIMB),509979,26-Feb-19,7:11 PM,0.1,0.095,0.1,0.095,"14,656",0.095 / 498,0.000 / 0
MALAYSIA AIRPORTS HOLDINGS BHD,5014,26-Feb-19,7:11 PM,8.37,8.32,8.44,8.37,"17,222",8.330 / 11,8.370 / 700
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C2,26-Feb-19,7:11 PM,-,-,-,0.025,0,0.000 / 0,0.000 / 0
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM),5014C3,26-Feb-19,7:11 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),5014C4,26-Feb-19,7:11 PM,-,-,-,0.085,0,0.055 / 100,0.120 / 300
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),5014C5,26-Feb-19,7:11 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C6,26-Feb-19,7:11 PM,-,-,-,0.16,0,0.000 / 0,0.000 / 0
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),5014C7,26-Feb-19,7:11 PM,0.135,0.135,0.135,0.135,300,0.000 / 0,0.175 / 400
AMALGAMATED INDUSTRIAL STEEL,2682,26-Feb-19,7:11 PM,0.26,0.26,0.26,0.26,15,0.260 / 241,0.295 / 252
AJINOMOTO (M) BHD,2658,26-Feb-19,7:11 PM,18.82,18.62,18.82,18.62,121,18.600 / 5,18.680 / 25
AJIYA BHD,7609,26-Feb-19,7:11 PM,-,-,-,0.565,0,0.540 / 60,0.565 / 934
AJIYA BERHAD - WARRANTS 2016/2021,7609WA,26-Feb-19,7:11 PM,-,-,-,0.105,0,0.090 / 420,"0.105 / 1,324"
ALAM MARITIM RESOURCES BHD,5115,26-Feb-19,7:11 PM,0.105,0.1,0.105,0.1,"19,241","0.100 / 13,301","0.105 / 11,911"
