name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,3-Apr-19,7:12 PM,-,-,-,0.495,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,3-Apr-19,7:12 PM,0.295,0.295,0.32,0.315,"45,350",0.310 / 129,0.340 / 300
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,3-Apr-19,7:12 PM,0.4,0.4,0.455,0.445,"49,888",0.445 / 10,0.460 / 30
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,3-Apr-19,7:12 PM,0.945,0.945,0.975,0.945,270,0.800 / 30,0.960 / 150
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,3-Apr-19,7:12 PM,-,-,-,0.985,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,3-Apr-19,7:12 PM,0.685,0.685,0.685,0.685,200,0.000 / 0,0.000 / 0
A50CHIN-C38: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70338,3-Apr-19,7:12 PM,0.28,0.28,0.305,0.3,"63,109",0.300 / 530,0.310 / 750
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,3-Apr-19,7:12 PM,-,-,-,0.035,0,"0.005 / 6,000",0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,3-Apr-19,7:12 PM,-,-,-,0.04,0,0.030 / 500,0.040 / 151
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70329,3-Apr-19,7:12 PM,0.1,0.1,0.295,0.28,"81,050","0.235 / 1,000",0.280 / 250
ASTRAL ASIA BHD,7054,3-Apr-19,7:12 PM,-,-,-,0.15,0,0.150 / 267,0.170 / 80
AIRASIA X BERHAD,5238,3-Apr-19,7:12 PM,0.245,0.24,0.245,0.245,"41,290","0.240 / 97,164","0.245 / 37,469"
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,3-Apr-19,7:12 PM,0.045,0.04,0.05,0.045,"28,169","0.040 / 60,167","0.045 / 3,048"
ABF MALAYSIA BOND INDEX FUND,0800EA,3-Apr-19,7:12 PM,-,-,-,1.182,0,"1.177 / 1,000","1.182 / 1,000"
ABLEGROUP BERHAD,7086,3-Apr-19,7:12 PM,0.08,0.075,0.08,0.075,"2,361","0.075 / 14,145","0.080 / 4,149"
ALLIANCE BANK MALAYSIA BERHAD,2488,3-Apr-19,7:12 PM,4.03,4.02,4.08,4.08,"5,816","4.040 / 1,362","4.080 / 4,399"
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,3-Apr-19,7:12 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,3-Apr-19,7:12 PM,-,-,-,0.25,0,0.260 / 50,0.300 / 97
ACOUSTECH BHD,7120,3-Apr-19,7:12 PM,0.42,0.415,0.425,0.42,"15,832",0.415 / 119,0.420 / 295
ADVANCECON HOLDINGS BERHAD,5281,3-Apr-19,7:12 PM,0.44,0.435,0.44,0.435,"3,855",0.435 / 611,0.440 / 810
ADVENTA BHD,7191,3-Apr-19,7:12 PM,0.35,0.35,0.35,0.35,10,"0.350 / 12,005",0.355 / 260
ADVANCED PACKAGING TECHNOLOGY,9148,3-Apr-19,7:12 PM,1.84,1.84,1.84,1.84,60,1.830 / 30,1.900 / 50
AE MULTI HOLDINGS BHD,7146,3-Apr-19,7:12 PM,-,-,-,0.105,0,0.105 / 300,"0.110 / 1,168"
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,3-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.010 / 14,993"
AEMULUS HOLDINGS BERHAD,181,3-Apr-19,7:12 PM,0.245,0.24,0.245,0.24,"4,773",0.240 / 927,"0.245 / 3,430"
AEON CO. (M) BHD,6599,3-Apr-19,7:12 PM,1.49,1.46,1.5,1.47,"5,461",1.470 / 525,1.480 / 68
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,3-Apr-19,7:12 PM,0.025,0.025,0.03,0.025,"3,200",0.020 / 400,"0.025 / 1,000"
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,3-Apr-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,3-Apr-19,7:12 PM,-,-,-,0.03,0,0.000 / 0,0.040 / 500
AEON CREDIT SERVICE (M) BHD,5139,3-Apr-19,7:12 PM,16.84,16.84,16.98,16.94,701,16.880 / 24,16.940 / 330
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,3-Apr-19,7:12 PM,1.53,1.53,1.53,1.53,174,1.520 / 86,1.530 / 5
