date,ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB),AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),AXIATA-C31: CW AXIATA GROUP BERHAD (AM),AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB),AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB),AXIATA-C36: CW AXIATA GROUP BERHAD (RHB),AXIATA-C37: CW AXIATA GROUP BERHAD (CIMB),DIGI-C24: CW DIGI.COM BERHAD (CIMB),DIGI-C25: CW DIGI.COM BERHAD (MIBB),DIGI-C26: CW DIGI.COM BERHAD (RHB),DIGI-C27: CW DIGI.COM BERHAD (KIBB),DIGI-C28: CW DIGI.COM BERHAD (MACQ),MAXIS-C10: CW MAXIS BERHAD (CIMB),MAXIS-C8: CW MAXIS BERHAD (MIBB),MAXIS-C9: CW MAXIS BERHAD (KIBB),TM-C27: CW TELEKOM MALAYSIA BERHAD (MACQ),TM-C28: CW TELEKOM MALAYSIA BERHAD (CIMB),TM-C29: CW TELEKOM MALAYSIA BERHAD (KIBB),TM-C30: CW TELEKOM MALAYSIA BERHAD (MIBB),TM-C31: CW TELEKOM MALAYSIA BERHAD (MIBB),TM-C32: CW TELEKOM MALAYSIA BERHAD (MACQ),TM-C33: CW TELEKOM MALAYSIA BERHAD (MIBB),TM-C34: CW TELEKOM MALAYSIA BERHAD (CIMB),TM-C35: CW TELEKOM MALAYSIA BERHAD (MACQ),TM-C36: CW TELEKOM MALAYSIA BERHAD (MACQ),TM-C37: CW TELEKOM MALAYSIA BERHAD (CIMB),TM-C38: CW TELEKOM MALAYSIA BERHAD (KIBB),TM-C39: CW TELEKOM MALAYSIA BERHAD (MACQ),TM-C40: CW TELEKOM MALAYSIA BERHAD (RHB),TM-C41: CW TELEKOM MALAYSIA BERHAD (MACQ)
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0454545454545455,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1875,0.09523809523809533,0.0,0.0,0.0571428571428572,0.04347826086956513,0.0,0.05882352941176459
2019-03-27,-0.2608695652173913,0.0,0.0,-0.14285714285714296,0.0,0.0,,0.0,-0.8750000000000001,0.0,-0.029411764705882373,0.0,0.0,0.0,-0.06250000000000007,0.0,0.0,0.0,0.0,0.0,0.09090909090909087,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.1052631578947368,-0.04347826086956525,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-28,0.0,0.0,0.0,0.08333333333333341,0.0,0.0,,0.0,0.0,0.0,-0.030303030303030325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,-0.20000000000000004,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714285714286,0.0,-0.04166666666666659,0.0,0.0
2019-03-29,0.1764705882352941,-0.13636363636363635,0.15384615384615374,0.07692307692307697,0.0,0.0,,0.0,0.0,0.0,0.0,-0.08333333333333326,0.0,0.0,0.0,-0.375,0.0,0.0,0.0,0.0,0.09090909090909087,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434775,0.0,0.0
2019-04-01,-0.05000000000000005,0.0,-0.13333333333333328,0.0,0.0,0.0,,0.0,0.0,-0.04761904761904753,0.031250000000000035,-0.030303030303030325,-0.03703703703703707,0.0,0.0,0.0,0.0,0.0,-0.18181818181818185,0.0,-0.0833333333333333,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.06122448979591831,0.0,0.0
2019-04-02,0.0,-0.05263157894736847,0.07692307692307697,0.0,0.0,0.0,,0.0,0.0,-0.05000000000000005,-0.030303030303030325,0.031250000000000035,-0.038461538461538484,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.3636363636363636,0.0,0.2500000000000001,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.013888888888888902,-0.027027027027027053,0.0,0.0,0.0
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-04,0.15789473684210525,0.0,0.07142857142857129,-0.14285714285714296,0.0,0.0,,0.0,0.0,0.0,0.031250000000000035,0.0,0.0,-0.1250000000000001,0.0,0.16666666666666682,0.0,0.0,0.05555555555555562,0.0,0.06666666666666674,0.0,0.0,,0.0,,0.11111111111111124,0.0,,0.0,0.0,0.0,0.0,-0.041095890410958937,0.0,-0.04347826086956525,0.0,-0.055555555555555455
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,-0.09090909090909087,0.0,0.0,0.0,-0.02272727272727275,0.0,-0.05882352941176475
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.06060606060606049,0.08000000000000007,0.0,0.06666666666666674,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.22222222222222227,,0.0,,0.0,0.0,,0.0,-0.23529411764705885,0.0,-0.08510638297872336,-0.04285714285714274,-0.08333333333333326,0.0,0.0,0.0
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.030303030303030325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.046511627906976785,0.0,-0.06250000000000007
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-0.11428571428571425,-0.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.014925373134328368,-0.06060606060606065,0.0,0.0,0.0
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.09375000000000007,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,0.0,-0.12499999999999993,-0.6153846153846154,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-12,0.0,0.0,-0.26666666666666666,-0.1666666666666666,-0.15384615384615388,-0.75,,0.0,,0.0,0.0,0.06451612903225812,0.0,-0.02857142857142844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
