date,FGV-C55: CW FGV HOLDINGS BERHAD (CIMB),FGV-C56: CW FGV HOLDINGS BERHAD (MACQ),FGV-C57: CW FGV HOLDINGS BERHAD (RHB),FGV-C58: CW FGV HOLDINGS BERHAD (CIMB),FGV-C59: CW FGV HOLDINGS BERHAD (MACQ),FGV-C60: CW FGV HOLDINGS BERHAD (KIBB),FGV-C61: CW FGV HOLDINGS BERHAD (MACQ),FGV-C62: CW FGV HOLDINGS BERHAD (RHB),FGV-C63: CW FGV HOLDINGS BERHAD (MACQ),FGV-C64: CW FGV HOLDINGS BERHAD (RHB),FGV-C65: CW FGV HOLDINGS BERHAD (KIBB),FGV-C66: CW FGV HOLDINGS BERHAD (MACQ),FGV-C67: CW FGV HOLDINGS BERHAD (CIMB),FGV-C68: CW FGV HOLDINGS BERHAD (MIBB),FGV-C69: CW FGV HOLDINGS BERHAD (KIBB),FGV-C70: CW FGV HOLDINGS BERHAD (CIMB),FGV-C71: CW FGV HOLDINGS BERHAD (KIBB),FGV-C72: CW FGV HOLDINGS BERHAD (MACQ),FGV-C73: CW FGV HOLDINGS BERHAD (MACQ),GENP-CI: CW GENTING PLANTATIONS BERHAD (MIBB),IOICORP-C19: CW IOI CORPORATION BERHAD (CIMB),IOICORP-C20: CW IOI CORPORATION BERHAD (KIBB),IOICORP-C21: CW IOI CORPORATION BERHAD (MIBB),KLK-C2: CW KUALA LUMPUR KEPONG BERHAD (RHB),KLK-C3: CW KUALA LUMPUR KEPONG BERHAD (KIBB),SIMEPLT-CH: CW SIME DARBY PLANTATION BERHAD (MACQ),SIMEPLT-CI: CW SIME DARBY PLANTATION BERHAD (CIMB),SIMEPLT-CJ: CW SIME DARBY PLANTATION BERHAD (MIBB),SIMEPLT-CK: CW SIME DARBY PLANTATION BERHAD (KIBB),TAANN-CM: CW TA ANN HOLDINGS BERHAD (KIBB)
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05882352941176475,-0.09090909090909098,0.0,0.0,0.0,-0.06024096385542161,0.0,0.0,-0.05000000000000005,0.0,0.0,-0.06250000000000007,,-0.10000000000000007,,,0.0,,0.0,0.0,0.0,,0.0
2019-03-15,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.20000000000000004,-0.06250000000000007,0.03333333333333337,0.0,-0.029411764705882373,0.0,-0.038461538461538484,0.0,-0.0454545454545455,0.0,0.0,-0.12499999999999993,0.0,,0.0,,,0.0,,0.0,0.14285714285714274,0.0,,0.0
2019-03-18,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666674,-0.03225806451612906,0.0,0.0,0.0,-0.040000000000000036,-0.2500000000000001,0.0,0.0,-0.11111111111111106,0.0,0.0,,0.3333333333333333,,,0.0,,0.0,0.0,0.0,,0.0
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333337,0.0,-0.030303030303030325,0.0,0.04166666666666671,0.0,0.04761904761904767,0.0,0.0,0.0,0.0,,0.08333333333333341,,,0.0,,0.0,-0.12499999999999993,0.0,,0.0
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.31249999999999994,0.22580645161290325,0.04166666666666671,0.2812499999999999,0.0,0.25333333333333324,0.0,0.18181818181818185,0.368421052631579,0.375,0.28571428571428553,0.3333333333333335,,-0.15384615384615388,,,0.0,,0.0,0.14285714285714274,0.0,,0.0
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0952380952380952,0.0,0.0,0.0,0.03225806451612906,0.0,0.0,0.07692307692307697,-0.038461538461538484,-0.09090909090909087,0.0,-0.05000000000000005,,-0.09090909090909087,,,0.0,,0.0,-0.12499999999999993,0.0,,0.0
2019-03-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736847,-0.02631578947368424,0.0,-0.04878048780487796,0.0,-0.06382978723404249,0.0,-0.10714285714285723,-0.12,0.0,-0.11111111111111106,-0.05263157894736847,,-0.10000000000000007,,,-0.10714285714285723,,0.0,0.0,-0.05263157894736847,,0.0
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054054054054054106,0.0,-0.07692307692307697,0.0,-0.07954545454545449,0.0,0.0,-0.0454545454545455,-0.10000000000000007,0.0,-0.055555555555555455,,-0.11111111111111106,0.0,,0.0,,0.0,0.0,0.0,-0.2333333333333333,0.0
2019-03-26,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.055555555555555455,-0.05714285714285704,0.0,-0.055555555555555455,0.0,-0.012345679012345687,0.0,-0.12,-0.04761904761904753,0.0,0.0,-0.05882352941176475,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
2019-03-27,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882214,0.0,0.024999999999999883,0.0,0.0,0.04999999999999991,0.0,-0.12499999999999993,-0.06250000000000007,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
2019-03-28,0.0,0.0,,-0.5,0.0,0.0,0.0,-0.05882352941176475,-0.030303030303030325,0.0,-0.02857142857142844,0.0,-0.03658536585365844,0.0,0.0,0.0,-0.11111111111111106,0.0,0.0,,-0.12499999999999993,0.0,,0.0,,0.0,0.0,-0.055555555555555455,0.0,0.0
2019-03-29,0.0,0.0,,0.0,0.0,0.0,0.0,0.06250000000000007,0.0937499999999999,0.0,0.05882352941176459,0.0,0.025316455696202552,0.0,0.0,0.0,0.12499999999999993,0.14285714285714274,0.06666666666666674,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.05882352941176459,0.0,0.0
2019-04-01,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027777777777777804,0.0,0.03703703703703693,0.0,0.0454545454545455,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-04-02,0.0,,,0.0,0.0,0.0,-0.20000000000000004,0.05882352941176459,0.0857142857142858,-0.040000000000000036,0.14285714285714302,0.0,0.09523809523809533,0.0,0.08695652173913039,0.14285714285714285,0.11111111111111124,0.14285714285714274,0.12499999999999993,0.0,-0.14285714285714296,0.0,0.0,0.0,0.0,,0.0,0.0,-0.04347826086956525,0.0
2019-04-03,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1250000000000001,-0.025000000000000026,0.0,-0.010869565217391313,0.0,0.15999999999999992,-0.04166666666666659,0.0,0.12499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.9375
2019-04-04,-0.5,,,0.0,0.0,0.0,0.0,-0.055555555555555455,-0.05263157894736847,0.0,-0.02564102564102566,0.0,-0.032967032967032996,0.0,-0.17241379310344826,-0.04347826086956525,-0.10000000000000007,-0.11111111111111106,0.0,0.0,0.3333333333333334,0.0,-0.0454545454545455,0.0,0.0,,0.0,0.0,0.0,0.0
2019-04-05,1.0,,,0.0,0.0,0.0,0.0,0.05882352941176459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545455,0.11111111111111124,0.0,-0.055555555555555455,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,,0.0,-0.16666666666666666,0.0,0.0
2019-04-08,0.0,,,0.0,0.0,0.0,0.0,0.0,0.05555555555555562,0.0,0.02631578947368424,0.0,0.034090909090909116,0.0,0.04166666666666671,0.0,0.0,0.0,0.05882352941176459,0.0,0.14285714285714274,0.0,0.04761904761904767,0.0,0.0,,0.0,0.0,0.0,0.0
2019-04-09,-0.5,,,1.0,0.0,0.0,0.0,0.11111111111111124,0.05263157894736847,-0.01851851851851853,0.1025641025641025,0.046875000000000035,0.07692307692307687,0.0,0.08000000000000007,0.21739130434782614,0.09999999999999996,0.12499999999999993,0.05555555555555562,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-04-10,0.0,,,0.0,0.0,0.0,0.2500000000000001,0.04999999999999991,0.12499999999999994,0.0,0.09302325581395343,0.16417910447761191,0.10204081632653073,0.0,0.14814814814814806,0.035714285714285546,0.09090909090909087,0.22222222222222227,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-04-11,0.0,,,0.0,0.0,0.0,0.0,-0.04761904761904753,-0.08888888888888896,0.018867924528301903,-0.06382978723404249,0.0,-0.09259259259259267,0.3333333333333335,-0.12903225806451607,-0.06896551724137917,-0.1666666666666666,-0.09090909090909087,-0.0952380952380952,0.0,-0.2500000000000001,0.0,-0.13636363636363635,0.0,0.0,,0.0,0.0,0.0,0.0
2019-04-12,0.0,,,0.0,0.0,0.0,-0.4000000000000001,-0.05000000000000005,-0.02439024390243891,0.0,-0.0454545454545455,0.0,-0.04081632653061228,0.0,-0.03703703703703707,-0.03703703703703707,0.0,-0.20000000000000004,-0.05263157894736847,0.0,0.16666666666666682,0.0,0.1052631578947368,0.0,0.0,,0.0,0.0,0.0,0.0
