date,AEON CREDIT SERVICE (M) BHD,AFFIN BANK BERHAD,ALLIANCE BANK MALAYSIA BERHAD,ALLIANZ MALAYSIA BHD,ALLIANZ MALAYSIA BHD-ICPS,AMMB HOLDINGS BHD,APEX EQUITY HOLDINGS BHD,BIMB HOLDINGS BERHAD-WA 13/23,BIMB HOLDINGS BHD,BURSA MALAYSIA BHD,CIMB GROUP HOLDINGS BERHAD,ECM LIBRA FINANCIAL GRP BHD,ELK-DESA RESOURCES BERHAD,HONG LEONG BANK BHD,HONG LEONG CAPITAL BERHAD,HONG LEONG FINANCIAL GROUP BHD,INSAS BERHAD - WB 15/20,INSAS BERHAD-PREFERENCE SHARES A,INSAS BHD,JOHAN HOLDINGS BHD,KENANGA INVESTMENT BANK BERHAD,KUCHAI DEVELOPMENT BHD,LPI CAPITAL BHD,MAA GROUP BERHAD,MALAYAN BANKING BHD,MALAYSIA BUILDING SOCIETY BHD,MANULIFE HOLDINGS BERHAD,MNRB HOLDINGS BHD,MPHB Capital Berhad,PACIFIC & ORIENT BHD,PUBLIC BANK BHD,RCE CAPITAL BHD,RHB BANK BERHAD,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,TA ENTERPRISE BHD,TUNE PROTECT GROUP BERHAD
2019-02-26,-0.004739336492890894,0.008695652173913052,0.0,-0.005532503457814666,-0.02068965517241384,0.006593406593406648,0.0,-0.03333333333333337,-0.0069284064665127605,-0.002781641168289355,0.006849315068493157,0.0,-0.007407407407407414,0.0009398496240601305,0.0,0.01412714429868825,0.0,0.0,-0.0061349693251532425,-0.05263157894736847,0.0,-0.012195121951219388,0.003680981595091946,0.008403361344537823,0.0010482180293502688,-0.019047619047619063,0.0,-0.03937007874015752,0.0,0.0,0.0015987210231814208,0.0,0.0,-0.009009009009009016,0.0,-0.02222222222222224
2019-02-27,-0.005952380952381037,0.008620689655172422,-0.009411764705882359,-0.0013908205841447392,0.0,0.0,0.0,-0.017241379310344845,0.0,0.0,-0.0034013605442176145,-0.07692307692307697,0.007462686567164184,0.0,0.0,-0.016915422885572132,0.0,0.0,-0.012345679012345687,0.05555555555555562,0.008771929824561412,0.0,-0.0036674816625916094,0.0,0.0031413612565444355,0.009708737864077678,0.0,0.03278688524590167,-0.008771929824561412,0.0,0.0,0.012121212121212132,0.0,0.0,0.007633587786259549,-0.007575757575757581
2019-02-28,-0.009580838323353302,-0.008547008547008555,-0.05938242280285036,-0.005571030640668529,0.0,-0.02401746724890837,0.00990099009900991,-0.03508771929824545,-0.011627906976744146,-0.009762900976290135,-0.0017064846416383404,-0.016666666666666684,0.0,-0.0009389671361502149,0.0,-0.003036437246963677,-0.1052631578947368,0.0051282051282051325,-0.018750000000000017,-0.05263157894736847,0.0,0.006172839506172707,0.0,0.5000000000000001,-0.005219206680584626,0.0,0.03599999999999993,-0.015873015873015886,-0.02654867256637151,0.0,-0.0023942537909017853,0.005988023952095814,0.012522361359570713,0.0,-0.04545454545454549,-0.03816793893129775
2019-03-01,0.009673518742442572,-0.017241379310344845,0.06060606060606066,0.0014005602240897304,0.007042253521126861,0.006711409395973211,-0.01960784313725492,-0.07272727272727278,0.0,-0.0014084507042253225,-0.02905982905982905,0.0,0.007407407407407414,0.0,0.0,-0.0071065989847716015,0.0,-0.005102040816326535,0.0,0.0,-0.02608695652173896,-0.012269938650306624,0.0012269938650306491,0.11111111111111108,0.0,-0.028846153846153882,0.0,-0.16129032258064513,-0.0181818181818182,0.010000000000000007,0.0007999999999999829,-0.005952380952380958,0.005300353356890503,0.0,0.007936507936507943,0.03174603174603177
2019-03-04,0.005988023952095894,0.008771929824561412,0.0,0.0,0.0,0.0,0.0,0.07843137254901968,0.0117647058823529,-0.009873060648801169,-0.007042253521126767,0.0,0.014705882352941025,-0.0009398496240601305,0.0,0.002044989775051263,-0.11764705882352952,0.0,-0.006369426751592361,0.0,0.008928571428571237,-0.006211180124223607,-0.002450980392156811,0.0,0.0010493179433368088,-0.014851485148514863,0.0,-0.038461538461538484,-0.009259259259259271,-0.00990099009900991,-0.0007993605115907104,0.0,0.010544815465729279,-0.002272727272727426,-0.007874015748031503,0.007692307692307699
2019-03-05,0.010714285714285695,0.0043478260869566215,0.007142857142857202,0.0,0.0,-0.002222222222222175,-0.015000000000000013,-0.0181818181818182,0.0,0.0042735042735043095,-0.008865248226950324,0.0,0.0,0.0009407337723424073,0.0,-0.003061224489796034,0.06666666666666674,0.0,-0.006410256410256415,-0.055555555555555455,-0.008849557522123706,0.0,0.003685503685503607,0.0,-0.0010482180293500823,-0.015075376884422126,-0.01544401544401546,-0.015000000000000013,0.03738317757009349,0.0,-0.015999999999999945,0.0,-0.00695652173913044,0.036446469248291605,0.015873015873015886,-0.015267175572519097
2019-03-06,0.012956419316843278,0.0,-0.004728132387706964,0.0,0.0,0.0022271714922048524,0.0152284263959391,-0.03703703703703707,-0.027906976744186074,0.0014184397163120265,-0.012522361359570713,-0.0169491525423729,-0.007246376811594049,0.0,0.0,-0.002047082906857684,0.06250000000000007,0.0,0.0,0.05882352941176459,-0.008928571428571435,0.006250000000000006,-0.004895960832313237,0.0,0.0010493179433368088,0.015306122448979604,0.0,0.0152284263959391,-0.018018018018018032,0.0,-0.0032520325203252787,-0.005988023952095814,-0.029772329246935188,-0.0087912087912088,-0.015625000000000014,0.015503875968992262
2019-03-07,0.0,-0.012987012987013094,0.002375296912113964,0.002797202797202737,0.0,0.0,0.010000000000000007,0.019230769230769246,0.01674641148325366,-0.011331444759206685,-0.012681159420289748,0.10344827586206906,-0.0072992700729927066,0.0009398496240601305,0.0,0.0,0.05882352941176459,0.0,0.012903225806451623,0.0,0.0,0.0,-0.003690036900369143,0.010000000000000007,-0.0010482180293500823,-0.005025125628140708,0.01960784313725501,0.02000000000000001,0.009174311926605512,0.0,0.0008156606851549581,0.006024096385542174,-0.010830324909747224,-0.0022172949002216822,-0.015873015873015886,-0.015267175572519097
2019-03-08,0.0,-0.0043859649122806104,-0.018957345971564,0.0,0.0,0.0,0.00990099009900991,-0.03773584905660381,-0.0023529411764705373,0.007163323782234931,-0.011009174311926695,-0.14062499999999994,0.05147058823529401,-0.002816901408450811,0.0,0.0,-0.11111111111111106,0.0,-0.006369426751592361,0.05555555555555562,-0.009009009009009016,0.012422360248447076,0.0,0.0,0.0,0.0050505050505050535,0.0,-0.00980392156862746,-0.0181818181818182,0.0,-0.001629991850040715,0.005988023952095814,0.014598540145985254,0.00444444444444435,-0.008064516129032265,0.031007751937984523
2019-03-11,-0.018604651162790715,-0.004405286343612437,-0.004830917874396033,-0.005578800557880061,0.0,-0.0088888888888889,-0.00980392156862746,-0.05882352941176475,-0.004716981132075582,-0.007112375533428139,-0.020408163265306017,0.0,0.020979020979021,-0.01600753295668549,0.0,-0.01025641025641022,-0.06250000000000007,0.05641025641025646,-0.03205128205128208,-0.05263157894736847,-0.0181818181818182,-0.0061349693251532425,-0.002469135802469084,0.0,-0.006295907660020853,-0.010050251256281416,-0.019230769230769332,0.0,0.009259259259259271,0.0,-0.012244897959183702,-0.005952380952380958,0.003597122302158357,-0.0022123893805309266,0.0,0.04511278195488709
