date,AL-AQAR HEALTHCARE REIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,AMANAH HARTA TANAH PNB,AMANAHRAYA REITS,AMFIRST REITS,ATRIUM REITS,AXIS REITS,CAPITALAND MALAYSIA MALL TRUST,HEKTAR REITS,IGB REAL ESTATE INV TRUST,KIP REAL ESTATE INVESTMENT TRUST,KLCC PROP&REITS-STAPLED SEC,MRCB-QUILL REIT,PAVILION REAL ESTATE INV TRUST,SUNWAY REAL ESTATE INVT TRUST,TOWER REITS,UOA REITS,YTL HOSPITALITY REIT
2019-03-21,-0.007407407407407414,0.0059171597633136145,-0.02564102564102566,0.0,-0.009345794392523372,-0.008928571428571435,0.0,-0.008928571428571435,-0.008849557522123706,0.011235955056179784,-0.005747126436781614,0.0,0.009174311926605512,0.0,0.0,0.00555555555555556,-0.007246376811594049,0.007874015748031503
2019-03-22,0.0,0.0,0.0065789473684210575,0.0,0.009433962264150952,0.0,0.0285714285714286,0.009009009009009016,0.008928571428571237,0.01111111111111112,0.0057803468208092535,0.010389610389610398,0.0,0.03428571428571432,0.0225988700564972,-0.005524861878453044,0.007299270072992542,0.0
2019-03-25,0.0,-0.011764705882352951,-0.006535947712418306,-0.005988023952095814,-0.009345794392523372,0.009009009009009016,-0.00555555555555556,0.0,0.0,0.0,0.0,-0.0038560411311054322,0.0,-0.005524861878453044,-0.005524861878453044,0.0,0.0,0.007812500000000007
2019-03-26,0.0,0.005952380952380958,0.0,0.006024096385542174,0.0,0.0,0.0,0.0,0.008849557522123902,0.021978021978022,0.0,0.0025806451612902675,0.0,0.01666666666666668,0.0,0.0,0.0,0.0
2019-03-27,0.03731343283582076,0.0059171597633136145,0.019736842105263167,0.005988023952095814,0.009433962264150952,0.0,0.005586592178770954,-0.008928571428571435,0.0,0.00537634408602151,0.017241379310344845,0.0038610038610038928,-0.009090909090909096,-0.016393442622950834,0.00555555555555556,0.0,-0.02173913043478247,0.0
2019-03-28,-0.014388489208632947,-0.005882352941176476,-0.006451612903225812,0.0,-0.009345794392523372,-0.008928571428571435,0.0,0.009009009009009016,0.0,-0.0053475935828877046,0.0,0.0,0.018348623853211024,0.0,-0.011049723756906087,-0.00555555555555556,0.014814814814814828,0.0
2019-03-29,0.0,0.0,0.0,0.0,0.009433962264150952,0.0,0.0,-0.008928571428571435,0.0,-0.00537634408602151,0.0,-0.0051282051282051325,-0.018018018018018032,0.01111111111111112,0.005586592178770954,0.0,0.02189781021897796,-0.007751937984496131
2019-04-01,0.0,0.029585798816568074,-0.019480519480519497,0.011904761904761916,-0.009345794392523372,0.009009009009009016,-0.00555555555555556,0.009009009009009016,0.0,0.00540540540540541,0.011299435028248598,0.005154639175257737,0.027522935779816536,-0.005494505494505499,0.0,0.0,-0.00714285714285715,0.007812500000000007
2019-04-02,0.0,-0.011494252873563229,0.0,-0.017647058823529432,-0.009433962264150952,0.0,0.016759776536312863,0.0,-0.008771929824561412,0.0,0.005586592178770954,0.0,-0.008928571428571435,0.0,0.00555555555555556,0.0,0.007194244604316555,-0.007751937984496131
2019-04-03,0.007299270072992542,0.0,-0.006622516556291397,0.011976047904191628,0.019047619047619063,0.0,-0.010989010989011,0.0,0.008849557522123902,-0.00537634408602151,-0.01111111111111112,-0.0051282051282051325,0.009009009009009016,-0.005524861878453044,-0.005524861878453044,0.0,0.00714285714285715,0.007812500000000007
2019-04-04,0.014492753623188418,0.005813953488372097,0.0,0.0,-0.009345794392523372,0.0,0.0,0.008928571428571237,0.0,0.00540540540540541,0.011235955056179784,0.007731958762886662,-0.008928571428571435,0.0,0.02222222222222224,0.005586592178770954,0.021276595744680868,0.007751937984496131
2019-04-05,-0.00714285714285715,0.0,0.0,0.0059171597633136145,0.009433962264150952,0.008928571428571237,0.01111111111111112,-0.008849557522123706,0.0,0.0,0.0,-0.002557544757033307,0.0,0.0,-0.005434782608695656,0.0,0.013888888888888902,0.0
2019-04-08,0.0,0.0,0.0,0.0,-0.009345794392523372,0.0,-0.005494505494505499,-0.008928571428571435,-0.008771929824561412,0.0,0.0,0.0,-0.009009009009009016,0.00555555555555556,0.005464480874316943,0.0,0.0,0.0
2019-04-09,0.0,0.0057803468208092535,0.0,0.0,0.0,0.0,0.011049723756906087,0.0,0.0,0.0,0.0,-0.006410256410256388,0.0,0.022099447513812168,0.005434782608695656,-0.01111111111111112,-0.006849315068493157,0.0
2019-04-10,0.0,0.0,0.006666666666666672,-0.005882352941176476,-0.009433962264150952,0.008849557522123902,-0.016393442622950834,0.009009009009009016,0.0,0.0,0.0,-0.0025806451612902675,0.0,-0.02162162162162164,0.0,0.011235955056179784,0.0,0.0
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.00555555555555556,0.0,0.0,0.00537634408602151,0.0,0.0025873221216040844,0.009090909090909096,-0.005524861878453044,0.0,0.0,-0.027586206896551748,0.0
2019-04-12,0.007194244604316555,0.0,0.0,-0.0059171597633136145,0.0,0.017543859649122823,-0.005524861878453044,0.0,0.0,0.016042780748662996,-0.01111111111111112,0.0,0.0,0.0,0.01621621621621611,0.0,-0.014184397163120581,0.0
