date,AMTEL HOLDINGS BHD,ASIA MEDIA GROUP BERHAD,ASTRO MALAYSIA HOLDINGS BERHAD,AXIATA GROUP BERHAD,BERJAYA MEDIA BHD,DIGI.COM BHD,ECOBUILT HOLDINGS BERHAD,GREEN PACKET BERHAD - WARRANTS B 2018/2023,GREEN PACKET BHD,MAXIS BERHAD,MEDIA CHINESE INTERNATIONAL LT,MEDIA PRIMA BHD,OCK GROUP BERHAD,OCK GROUP BERHAD - WARRANTS A 2015/2020,PELANGI PUBLISHING GROUP BHD,SASBADI HOLDINGS BHD,SENI JAYA CORPORATION BHD,STAR MEDIA GROUP BERHAD,TELEKOM MALAYSIA BHD,TIME DOTCOM BHD,UTUSAN MELAYU (M) BHD
2019-03-18,0.0,0.0,0.025806451612903247,0.011904761904761862,0.0,0.010822510822510784,0.0,0.05555555555555562,0.0,0.04389312977099228,-0.02127659574468076,-0.034782608695652015,0.016393442622950834,-0.04166666666666659,0.0,-0.03636363636363639,0.0,0.01282051282051283,0.012578616352201269,-0.0091116173120729,0.0
2019-03-19,0.0,0.0,0.0062893081761006345,-0.014117647058823438,0.0,-0.004282655246252586,-0.01612903225806453,-0.1052631578947368,-0.08571428571428563,-0.01279707495429605,-0.021739130434782625,-0.036036036036036063,-0.03225806451612906,-0.04347826086956525,-0.012195121951219388,-0.07547169811320761,0.0,0.0,-0.012422360248447216,0.0,-0.05882352941176475
2019-03-20,0.0,0.0,-0.012500000000000013,0.004773269689737368,-0.2500000000000001,0.0021505376344085557,-0.016393442622950834,-0.11764705882352952,0.015625000000000014,-0.0018518518518519766,0.02222222222222224,-0.009345794392523372,-0.008333333333333342,-0.0454545454545455,0.0,0.0,-0.09999999999999992,0.025316455696202552,0.02201257861635215,-0.002298850574712595,0.15624999999999994
2019-03-21,0.0,-0.03225806451612906,-0.006329113924050638,0.0,0.0,-0.010729613733905541,0.0,0.0,-0.015384615384615398,-0.011131725417439632,-0.021739130434782625,-0.018867924528301903,,,0.0,0.0,0.0,-0.0061728395061728435,-0.009230769230769173,0.004608294930875683,-0.16216216216216214
2019-03-22,0.0,0.03333333333333337,-0.012738853503184723,0.01425178147268399,0.0,0.008676789587852502,0.0,0.0,-0.015625000000000014,0.04315196998123818,0.02222222222222224,0.009615384615384623,-0.02521008403361347,-0.04761904761904753,-0.02469135802469137,0.0,0.0,-0.006211180124223607,-0.015527950310559088,-0.0022935779816515307,0.0
2019-03-25,0.0,0.0,-0.03870967741935488,-0.02107728337236531,0.0,-0.015053763440860275,-0.06666666666666654,0.06666666666666674,-0.015873015873015886,-0.03237410071942441,-0.021739130434782625,-0.019047619047619063,0.0,0.04999999999999991,0.0,-0.04081632653061228,0.0,-0.012500000000000013,-0.015772870662460508,-0.002298850574712595,0.16129032258064513
2019-03-26,0.0,0.0,0.02684563758389264,0.0,0.0,0.006550218340611408,0.035714285714285546,-0.06250000000000007,0.0,0.005576208178438707,0.0,-0.03883495145631071,0.05172413793103453,-0.04761904761904753,0.0,0.0,0.0,0.006329113924050638,0.01602564102564097,-0.01958525345622119,-0.16666666666666666
2019-03-27,0.0,0.0,-0.026143790849673224,-0.014354066985645841,0.0,-0.004338394793926347,0.0,0.0,0.03225806451612906,0.0073937153419593405,-0.02222222222222224,-0.010101010101010107,-0.049180327868852514,0.04999999999999991,0.0,-0.02127659574468076,0.0,-0.05031446540880508,-0.015772870662460508,0.022326674500587486,0.03333333333333337
2019-03-28,0.0,0.0,0.02684563758389264,0.0,0.0,0.0021786492374727207,0.03448275862068969,0.0,-0.031250000000000035,-0.01651376146788988,0.02272727272727275,-0.04081632653061228,0.0,-0.04761904761904753,0.0,0.0,0.0,0.0,0.02564102564102566,-0.00459770114942519,0.0
2019-03-29,0.0,0.0,0.0,0.0072815533980583125,0.0,-0.010869565217391266,0.016666666666666684,0.06666666666666674,0.0,0.0,-0.02222222222222224,0.021276595744680868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004618937644341702,-0.03225806451612906
2019-04-01,0.0,-0.06451612903225812,0.013071895424836612,-0.0072289156626506625,0.0,0.01098901098901095,0.0,0.0,0.01612903225806453,0.0018656716417910046,-0.02272727272727275,0.0,0.008620689655172422,0.0,0.0,0.02173913043478251,0.0,-0.013245033112582794,-0.015625000000000083,0.0,0.13333333333333347
2019-04-02,0.0,0.03448275862068969,0.0,0.0,-0.09999999999999992,0.002173913043478408,0.0,0.0,0.0,0.029795158286778426,0.0232558139534884,-0.02083333333333336,0.02564102564102566,0.0,-0.06329113924050639,0.0,0.0,0.01342281879194632,0.0063492063492063535,0.0,-0.11764705882352952
2019-04-03,0.0,-0.03333333333333337,0.01935483870967744,0.004854368932038731,0.4074074074074073,0.006507592190889232,-0.016393442622950834,-0.06250000000000007,0.03174603174603177,-0.007233273056057872,0.02272727272727275,0.08510638297872349,-0.008333333333333342,0.04999999999999991,-0.013513513513513526,-0.02127659574468076,-0.0555555555555556,-0.006622516556291397,-0.00946372239747628,-0.01609195402298837,0.0
2019-04-04,0.0,-0.06896551724137917,0.012658227848101276,0.00966183574879228,0.0,0.01077586206896567,0.0,0.06666666666666674,-0.015384615384615398,0.02003642987249534,-0.02222222222222224,0.029411764705882373,0.0,0.0,0.013698630136986314,0.0,0.1372549019607842,-0.006666666666666672,-0.003184713375796252,0.016355140186915747,0.0
2019-04-05,0.0,0.0,-0.006250000000000006,0.0,0.0,0.0021321961620468627,0.0,0.06250000000000007,0.015625000000000014,-0.019642857142857042,0.0,-0.009523809523809532,-0.008403361344537823,-0.04761904761904753,0.0,0.0,0.0,-0.01342281879194632,-0.009584664536741151,0.0,0.0
2019-04-08,0.0,0.0,0.0,0.01196172248803845,-0.1842105263157895,0.0,0.0,0.0,-0.015384615384615398,0.038251366120218566,0.0,-0.019230769230769246,0.0,0.04999999999999991,-0.027027027027027053,-0.021739130434782625,0.0,0.00680272108843538,-0.0032258064516129787,0.005747126436781692,0.0
2019-04-09,0.0,-0.03703703703703707,-0.012578616352201269,-0.009456264775413718,-0.16129032258064513,-0.00212765957446804,0.016666666666666684,0.0,0.0,-0.0175438596491229,0.0,-0.00980392156862746,0.0,-0.04761904761904753,0.0,0.0,0.0,-0.013513513513513526,-0.012944983818770241,0.0022857142857142373,0.0
2019-04-10,-0.015037593984962419,0.0,0.019108280254777087,-0.009546539379474948,0.0,0.0,0.0,-0.05882352941176475,0.015625000000000014,0.0,0.0,0.0,0.00847457627118645,0.0,0.0,0.04444444444444436,0.0,-0.020547945205479468,-0.003278688524590094,0.007981755986317023,0.0
2019-04-11,0.0,0.0,0.0,-0.014457831325301325,0.0,0.0,-0.016393442622950834,0.0,-0.030769230769230795,-0.017857142857142794,-0.02272727272727275,-0.029702970297029733,-0.02521008403361347,0.0,0.027777777777777804,-0.02127659574468076,0.0,-0.006993006993007,0.003289473684210457,0.0056561085972851475,0.0
2019-04-12,0.0,0.038461538461538484,-0.06250000000000007,0.01466992665036687,0.0,0.006396588486140589,0.03333333333333337,0.06250000000000007,0.03174603174603177,0.00181818181818178,0.0232558139534884,-0.02040816326530614,0.0,0.0,0.0,0.04347826086956513,0.0,0.014084507042253534,0.00327868852459024,0.0011248593925759036,0.0
