date,EDEN INC. BERHAD - WARRANTS B 2018/2021,EDEN INC. BHD,GAS MALAYSIA BERHAD,KUMPULAN PERANGSANG SELANGOR,MALAKOFF CORPORATION BERHAD,MEGA FIRST CORPORATION BERHAD - WARRANTS A 2016/2020,MEGA FIRST CORPORATION BHD,PBA HOLDINGS BHD,PETRONAS GAS BHD,RANHILL HOLDINGS BERHAD,SALCON BERHAD - WARRANTS B 2018/2025,SALCON BHD,TALIWORKS CORPORATION BHD,TENAGA NASIONAL BHD,YTL CORPORATION BHD,YTL POWER INTERNATIONAL BHD
2019-03-21,-0.09090909090909087,0.0,0.003472222222222303,0.0,0.027624309392265217,-0.0060606060606060675,0.007874015748031444,-0.008547008547008555,0.0,0.015625000000000014,0.0,-0.017241379310344845,0.0,-0.010752688172042918,-0.009259259259259271,0.0
2019-03-22,-0.10000000000000007,-0.03703703703703707,-0.0034602076124568273,-0.0142857142857143,-0.01075268817204302,0.024390243902439046,-0.013020833333333287,0.017241379310344845,0.009039548022598879,0.030769230769230795,-0.055555555555555455,-0.017543859649122633,0.039772727272727314,0.0,0.028037383177570117,-0.01169590643274855
2019-03-25,-0.11111111111111106,-0.038461538461538484,0.0,0.007246376811594209,-0.010869565217391313,0.0,-0.0026385224274406947,0.0,-0.008958566629339314,0.0,0.0,-0.01785714285714287,-0.016393442622950834,-0.00931677018633548,-0.0181818181818182,-0.011834319526627227
2019-03-26,0.12499999999999993,0.040000000000000036,-0.006944444444444451,0.007194244604316555,0.0,-0.011904761904761916,0.002645502645502707,-0.00847457627118645,-0.0056497175141241715,0.007462686567164184,0.0,0.0,0.01111111111111112,0.0,0.009259259259259271,0.011976047904191628
2019-03-27,0.22222222222222227,0.07692307692307697,0.0,-0.0142857142857143,-0.005494505494505499,0.0,0.0026385224274405768,0.0,0.002272727272727224,0.007407407407407414,0.0,0.0,-0.010989010989011,-0.01410658307210029,-0.018348623853211024,0.0
2019-03-28,-0.09090909090909087,-0.07142857142857148,0.0,0.007246376811594209,0.0,0.006024096385542174,0.0,0.008547008547008555,0.002267573696145076,-0.022058823529411783,-0.05882352941176475,-0.0181818181818182,-0.01111111111111112,-0.00476947535771069,-0.018691588785046745,0.011834319526627227
2019-03-29,0.0,0.0,-0.003496503496503422,0.0,0.005524861878453044,0.005988023952095814,0.013157894736842177,0.0,-0.0033936651583709684,-0.015037593984962419,0.12499999999999993,0.01851851851851853,0.0,0.01118210862619813,0.009523809523809532,0.005847953216374275
2019-04-01,0.0,0.038461538461538484,0.0,0.0,0.010989010989011,-0.005952380952380958,-0.002597402597402657,0.00847457627118645,-0.0045402951191828534,0.0,0.0,0.03636363636363619,0.0,-0.003159557661927403,-0.009433962264150952,-0.005813953488372097
2019-04-02,0.0,0.0,0.010526315789473616,0.021582733812949662,-0.01630434782608697,0.0,0.005208333333333338,0.0,-0.0011402508551881171,0.007633587786259549,0.0,-0.017543859649122633,0.011235955056179784,-0.003169572107765384,0.009523809523809532,0.017543859649122823
2019-04-03,0.0,0.0,-0.02083333333333336,0.021126760563380302,0.005524861878453044,-0.011976047904191628,0.0,0.0,0.0011415525114155008,0.007575757575757581,0.0,0.017857142857142672,0.01666666666666668,-0.003179650238473841,0.009433962264150952,0.005747126436781614
2019-04-04,0.0,0.07407407407407393,0.017730496453900804,0.027586206896551748,0.0,0.0,-0.0025906735751294787,-0.016806722689075647,-0.0011402508551881171,0.0,0.0,0.0,-0.005464480874316943,0.007974481658692299,0.03738317757009349,0.00571428571428572
2019-04-05,0.0,0.0,-0.017421602787456542,0.020134228187919486,0.0,-0.0060606060606060675,-0.012987012987013056,0.0,0.0,0.030075187969924838,0.05555555555555562,0.03508771929824565,0.005494505494505499,-0.0015822784810127649,0.0,0.0
2019-04-08,0.1999999999999999,0.13793103448275876,-0.010638297872340358,-0.0065789473684210575,0.0,0.018292682926829285,0.0,0.0,0.004566210045662206,0.03649635036496337,0.0,-0.0169491525423729,-0.005464480874316943,-0.001584786053882692,0.0,0.0
2019-04-09,0.0,0.0,0.03225806451612898,0.006622516556291397,0.005494505494505499,-0.023952095808383256,0.0,-0.008547008547008555,0.004545454545454448,0.028169014084507067,-0.05263157894736847,0.017241379310344845,0.010989010989011,0.0,0.08108108108108095,0.034090909090909116
2019-04-10,0.0,0.030303030303030325,0.0,0.0,-0.005464480874316943,0.0,0.0,0.025862068965517262,-0.0033936651583709684,0.061643835616438415,0.11111111111111124,0.0,0.005434782608695656,-0.0015873015873015535,0.0,0.0
2019-04-11,0.08333333333333341,0.0,-0.0243055555555555,-0.013157894736842115,0.0,0.006134969325153381,0.0,-0.008403361344537823,0.0,-0.03225806451612906,0.0,0.0169491525423729,-0.01081081081081082,-0.04133545310015895,-0.008333333333333342,-0.010989010989011
2019-04-12,-0.07692307692307697,0.0,0.0035587188612098883,0.0,-0.005494505494505499,-0.012195121951219388,0.0,-0.00847457627118645,0.003405221339386987,-0.013333333333333345,-0.05000000000000005,-0.016666666666666684,0.005464480874316943,0.01824212271973457,0.016806722689075647,0.0
