full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
CLASSIC SCENIC BERHAD,"CSCENIC (7202) [s]
CLASSIC SCENIC BERHAD Summary",Consumer Products & Services - Main Market,1.050 - 1.580,7.59,19,6,6,0.0531,1.43,52.19,2,136.2M,Neutral 56.8,Neutral 71.4
VITROX CORPORATION BERHAD,"VITROX (0097) [s]
VITROX CORPORATION BERHAD Summary",Technology - Main Market,4.850 - 8.520,25.51,32,22.42,1.75,0.0024,8.27,83.87,9,"3,421.1M",Neutral 69.9,Overbought 88.6
COASTAL CONTRACTS BHD,"COASTAL (5071) [s]
COASTAL CONTRACTS BHD Summary",Energy - Main Market,0.735 - 1.370,-45.42,-1,-103.19,0,0,0.59,26.68,5,707.0M,Overbought 80.5,Overbought 89.2
TASEK CORPORATION BERHAD,"TASEK (4448) [s]
TASEK CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,4.050 - 8.500,-4.01,-28,-17.64,20,0.0404,1.13,448.77,1,611.9M,Neutral 60.0,Neutral 48.6
MERGE ENERGY BHD,"MERGE (5006) [s]
MERGE ENERGY BHD Summary",Construction - Main Market,0.240 - 1.500,-18.21,-10,-13.11,0,0,1.82,66.38,2,87.8M,Overbought 75.7,Neutral 70.1
UEM SUNRISE BERHAD,"UEMS (5148) [s]
UEM SUNRISE BERHAD Summary",Property - Main Market,0.620 - 1.030,3.96,14,6.18,0,0,0.54,45.05,2,"3,788.8M",Neutral 58.1,Neutral 43.8
NESTLE (MALAYSIA) BERHAD,"NESTLE (4707) [s]
NESTLE (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,125.000 - 163.000,100.71,53,280.98,415,0.0281,52.97,2353.54,6,"34,659.1M",Neutral 46.9,Neutral 31.7
TELEKOM MALAYSIA BERHAD,"TM (4863) [s]
TELEKOM MALAYSIA BERHAD Summary",Telecommunications & Media - Main Market,2.110 - 5.780,2.04,78,4.08,2,0.0063,1.59,314.52,1,"11,950.2M",Neutral 65.2,Neutral 75.6
ATURMAJU RESOURCES BERHAD,"ATURMJU (7181) [s]
ATURMAJU RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.035 - 0.600,17.9,8,5.22,0,0,1.42,18.84,2,33.6M,Neutral 56.6,Neutral 57.4
ATA IMS BERHAD,"ATAIMS (8176) [s]
ATA IMS BERHAD Summary",Industrial Products & Services - Main Market,1.340 - 1.880,21,18,9.45,0,0,3.84,229.61,1,"1,984.3M",Neutral 47.1,Neutral 31.3
MALAYAN BANKING BERHAD,"MAYBANK (1155)
MALAYAN BANKING BERHAD Summary",Financial Services - Main Market,8.680 - 11.080,10.77,13,73.43,25,0.0262,1.4,428.25,2,"105,303.5M",Neutral 50.0,Neutral 35.0
HOCK SENG LEE BERHAD,"HSL (6238) [s]
HOCK SENG LEE BERHAD Summary",Construction - Main Market,1.290 - 1.650,6.54,16,9.23,1,0.0069,1.02,104.75,1,839.1M,Neutral 43.1,Oversold 5.6
HONG LEONG FINANCIAL GROUP BERHAD,"HLFG (1082)
HONG LEONG FINANCIAL GROUP BERHAD Summary",Financial Services - Main Market,17.380 - 20.400,10.45,12,169.42,40,0.0205,1.2,464.89,4,"22,376.6M",Neutral 45.2,Neutral 25.6
WELLCALL HOLDINGS BERHAD,"WELLCAL (7231) [s]
WELLCALL HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.140 - 1.470,30.18,19,6.67,5.3,0.0408,5.88,35.01,4,647.3M,Neutral 63.3,Overbought 100.0
HONG LEONG BANK BERHAD,"HLBANK (5819)
HONG LEONG BANK BERHAD Summary",Financial Services - Main Market,17.560 - 21.660,10.45,17,125.03,48,0.0226,1.78,222.52,10,"46,042.3M",Neutral 60.4,Neutral 43.2
HONG LEONG CAPITAL BERHAD,"HLCAP (5274)
HONG LEONG CAPITAL BERHAD Summary",Financial Services - Main Market,9.600 - 9.790,8.74,35,27.69,19,0.0198,3.03,118.96,8,"2,518.3M",Oversold 0.0,Neutral 50.0
GETS GLOBAL BERHAD,"GETS (5079) [s]
GETS GLOBAL BERHAD Summary",Consumer Products & Services - Main Market,0.100 - 0.245,-9.37,-4,-3.28,0,0,0.34,23.66,1,15.1M,Neutral 45.4,Oversold 16.7
TIMBERWELL BERHAD,"TIMWELL (7854) [s]
TIMBERWELL BERHAD Summary",Industrial Products & Services - Main Market,0.410 - 0.700,12.83,9,7.3,0,0,1.12,40.01,2,57.0M,Neutral 50.7,Neutral 79.3
REVENUE GROUP BERHAD,"REVENUE (0200) [s]
REVENUE GROUP BERHAD Summary",Technology - Ace Market,0.495 - 1.570,16.81,34,3.53,0,0,5.67,21.71,5,265.2M,Neutral 43.7,Oversold 6.3
SEDANIA INNOVATOR BERHAD,"SEDANIA (0178) [s]
SEDANIA INNOVATOR BERHAD Summary",Telecommunications & Media - Ace Market,0.090 - 0.300,-16.55,-6,-1.93,0,0,1.03,5.47,2,27.1M,Neutral 50.0,Neutral 28.6
WAH SEONG CORPORATION BERHAD,"WASEONG (5142) [s]
WAH SEONG CORPORATION BERHAD Summary",Energy - Main Market,0.595 - 1.660,6.74,9,8.36,0,0,0.64,382.14,0,612.2M,Neutral 48.6,Neutral 27.0
DEGEM BERHAD,"DEGEM (7119) [s]
DEGEM BERHAD Summary",Consumer Products & Services - Main Market,0.920 - 1.100,-0.01,-15672,-0.01,1,0.0095,0.55,120.87,1,140.7M,Neutral 51.8,Neutral 61.5
G3 GLOBAL BERHAD,"G3 (7184)
G3 GLOBAL BERHAD Summary",Consumer Products & Services - Main Market,0.600 - 0.950,-33.74,-19,-4.15,0,0,6.26,7.12,11,317.6M,Neutral 49.7,Neutral 50.0
EXCEL FORCE MSC BERHAD,"EFORCE (0065) [s]
EXCEL FORCE MSC BERHAD Summary",Technology - Main Market,0.335 - 1.220,14.69,31,1.6,1.5,0.0306,4.5,5.53,9,203.1M,Neutral 45.6,Neutral 27.3
LAY HONG BERHAD,"LAYHONG (9385) [s]
LAY HONG BERHAD Summary",Consumer Products & Services - Main Market,0.325 - 0.990,1.88,47,0.92,0.5,0.0116,0.88,123.31,0,283.9M,Neutral 48.9,Neutral 30.0
SCOMI ENERGY SERVICES BHD,"SCOMIES (7045) [s]
SCOMI ENERGY SERVICES BHD Summary",Energy - Main Market,0.030 - 0.115,-29.33,-1,-6.16,0,0,0.24,25.33,0,117.1M,Neutral 45.9,Neutral 33.3
TAN CHONG MOTOR HOLDINGS BERHAD,"TCHONG (4405) [s]
TAN CHONG MOTOR HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.330 - 1.910,3.45,11,15.03,2,0.0118,0.39,722.95,0,"1,135.7M",Neutral 67.8,Overbought 81.8
DELEUM BERHAD,"DELEUM (5132) [s]
DELEUM BERHAD Summary",Energy - Main Market,0.900 - 1.340,8.16,17,6.77,3.5,0.0313,1.35,155.48,1,449.3M,Neutral 50.2,Neutral 23.8
MEDIA CHINESE INTERNATIONAL LIMITED,"MEDIAC (5090) [s]
MEDIA CHINESE INTERNATIONAL LIMITED Summary",Telecommunications & Media - Main Market,0.185 - 0.505,-5.93,-9,-2.69,1.46,0.0635,0.51,70.76,0,388.1M,Neutral 50.3,Neutral 30.0
DUTALAND BERHAD,"DUTALND (3948) [s]
DUTALAND BERHAD Summary",Plantation - Main Market,0.435 - 0.650,30,1,46.2,5,0.101,0.32,2.76,18,418.8M,Neutral 49.3,Neutral 28.6
LEE SWEE KIAT GROUP BERHAD,"LEESK (8079) [s]
LEE SWEE KIAT GROUP BERHAD Summary",Consumer Products & Services - Main Market,0.525 - 1.090,19.09,16,6.11,2.5,0.0263,2.97,59.61,2,159.4M,Neutral 52.6,Neutral 40.0
OPENSYS (M) BERHAD,"OPENSYS (0040) [s]
OPENSYS (M) BERHAD Summary",Technology - Ace Market,0.260 - 0.375,17.89,10,3.4,1.25,0.0379,1.74,32.01,1,98.3M,Neutral 51.5,Neutral 25.0
CB INDUSTRIAL PRODUCT HOLDING BERHAD,"CBIP (7076) [s]
CB INDUSTRIAL PRODUCT HOLDING BERHAD Summary",Industrial Products & Services - Main Market,0.960 - 1.600,5.98,12,8.61,2,0.019,0.73,89.39,1,565.2M,Neutral 46.1,Neutral 30.8
M N C WIRELESS BERHAD,"MNC (0103) [s]
M N C WIRELESS BERHAD Summary",Telecommunications & Media - Ace Market,0.035 - 0.085,-8.87,-6,-0.7,0,0,0.51,3.47,1,19.1M,Neutral 37.6,Neutral 33.3
MALAYSIAN BULK CARRIERS BERHAD,"MAYBULK (5077)
MALAYSIAN BULK CARRIERS BERHAD Summary",Transportation & Logistics - Main Market,0.410 - 0.805,67.11,2,26.38,0,0,1.51,23.9,2,595.0M,Neutral 45.8,Oversold 4.0
IDIMENSION CONSOLIDATED BHD,"IDMENSN (0174) [s]
IDIMENSION CONSOLIDATED BHD Summary",Technology - Ace Market,0.020 - 0.110,-0.13,-72,-0.04,0,0,0.1,-11.88,0,8.2M,Neutral 60.6,Overbought 100.0
ASIAN PAC HOLDINGS BERHAD,"ASIAPAC (4057) [s]
ASIAN PAC HOLDINGS BERHAD Summary",Property - Main Market,0.110 - 0.165,3.8,3,3.65,0,0,0.12,14.9,1,119.3M,Neutral 45.8,Oversold 0.0
UEM EDGENTA BERHAD,"EDGENTA (1368) [s]
UEM EDGENTA BERHAD Summary",Industrial Products & Services - Main Market,1.860 - 2.950,9.85,16,17.83,14,0.0481,1.61,262.45,1,"2,420.0M",Neutral 60.2,Overbought 85.0
YFG BERHAD,"YFG (7122)
YFG BERHAD Summary",Industrial Products & Services - Main Market,0.005 - 0.025,12.63,0,-2.02,0,0,-0.03,0.56,1,3.0M,Oversold 25.0,Oversold 0.0
MMS VENTURES BERHAD,"MMSV (0113) [s]
MMS VENTURES BERHAD Summary",Technology - Main Market,0.660 - 1.720,15.71,22,4.4,1.79,0.0185,3.45,23.48,4,196.6M,Neutral 64.8,Overbought 85.3
CABNET HOLDINGS BERHAD,"CABNET (0191) [s]
CABNET HOLDINGS BERHAD Summary",Technology - Ace Market,0.200 - 0.650,11.54,12,2.64,0,0,1.35,26.4,1,55.4M,Overbought 75.8,Overbought 85.0
TOYO INK GROUP BERHAD,"TOYOINK (7173) [s]
TOYO INK GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.510 - 1.040,2.48,23,2.8,1,0.0156,0.57,85.13,1,68.5M,Neutral 50.9,Neutral 58.3
GROMUTUAL BERHAD,"GMUTUAL (9962) [s]
GROMUTUAL BERHAD Summary",Property - Main Market,0.240 - 0.400,1.71,19,1.59,0.5,0.0169,0.32,13.52,2,110.8M,Neutral 55.5,Neutral 46.2
TFP SOLUTIONS BERHAD,"TFP (0145)
TFP SOLUTIONS BERHAD Summary",Technology - Ace Market,0.085 - 0.210,-0.19,-10,-0.95,0,0,0.02,24.28,0,19.8M,Neutral 47.3,Neutral 25.0
SCC HOLDINGS BERHAD,"SCC (0158)
SCC HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.470 - 0.560,16.62,10,4.98,3.4,0.0654,1.74,46.87,1,73.4M,Neutral 51.4,Neutral 37.5
OCB BERHAD,"OCB (5533) [s]
OCB BERHAD Summary",Consumer Products & Services - Main Market,0.300 - 0.580,-2.35,-8,-4.85,0,0,0.2,239.98,0,41.7M,Neutral 51.9,Neutral 70.0
COMPLETE LOGISTIC SERVICES BERHAD,"COMPLET (5136) [s]
COMPLETE LOGISTIC SERVICES BERHAD Summary",Transportation & Logistics - Main Market,0.535 - 0.930,7.61,9,9.21,0,0,0.72,100.61,1,108.1M,Neutral 63.9,Neutral 62.5
KEJURUTERAAN ASASTERA BERHAD,"KAB (0193) [s]
KEJURUTERAAN ASASTERA BERHAD Summary",Industrial Products & Services - Ace Market,0.185 - 0.310,17.93,8,2.69,1,0.0465,1.43,43.47,0,68.8M,Neutral 47.5,Oversold 16.7
TURBO-MECH BERHAD,"TURBO (5167)
TURBO-MECH BERHAD Summary",Industrial Products & Services - Main Market,0.620 - 0.840,6.18,12,6.06,0,0,0.76,37.9,2,80.5M,Neutral 53.8,Neutral 32.1
HALEX HOLDINGS BERHAD,"HALEX (5151) [s]
HALEX HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.670 - 1.010,-17.8,-7,-10.5,0,0,1.27,64.29,1,79.5M,Neutral 45.2,Oversold 0.0
BOUSTEAD PLANTATIONS BERHAD,"BPLANT (5254) [s]
BOUSTEAD PLANTATIONS BERHAD Summary",Plantation - Main Market,0.655 - 1.750,-1.93,-35,-2.31,7.05,0.0865,0.68,26.07,3,"1,825.6M",Neutral 37.0,Neutral 26.0
KAREX BERHAD,"KAREX (5247)
KAREX BERHAD Summary",Consumer Products & Services - Main Market,0.375 - 0.940,1.24,69,0.61,0.5,0.0119,0.86,39.47,1,421.0M,Neutral 46.9,Neutral 41.2
ECONPILE HOLDINGS BERHAD,"ECONBHD (5253) [s]
ECONPILE HOLDINGS BERHAD Summary",Construction - Main Market,0.360 - 1.180,6.85,27,1.78,1,0.0211,1.83,55.76,1,635.3M,Neutral 52.1,Neutral 47.2
HIAP HUAT HOLDINGS BERHAD,"HHHCORP (0160) [s]
HIAP HUAT HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.080 - 0.125,3.59,16,0.61,0,0,0.56,16.05,1,31.7M,Neutral 53.1,Neutral 33.3
PINEHILL PACIFIC BERHAD,"PINEPAC (1902) [s]
PINEHILL PACIFIC BERHAD Summary",Plantation - Main Market,0.140 - 0.690,-40.18,-2,-20.49,0,0,0.63,12.91,2,47.9M,Neutral 43.9,Neutral 57.1
SUNWAY CONSTRUCTION GROUP BERHAD,"SUNCON (5263) [s]
SUNWAY CONSTRUCTION GROUP BERHAD Summary",Construction - Main Market,1.300 - 2.410,24.33,16,11.19,7,0.0393,3.87,174.56,1,"2,301.4M",Neutral 67.9,Overbought 80.0
UMS HOLDINGS BERHAD,"UMS (7137) [s]
UMS HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,2.000 - 2.750,2.92,21,11.73,10,0.0408,0.61,196.48,1,99.7M,Neutral 49.9,Oversold 0.0
OKA CORPORATION BHD,"OKA (7140) [s]
OKA CORPORATION BHD Summary",Industrial Products & Services - Main Market,0.555 - 1.450,8.64,10,6.48,4.13,0.0626,0.88,54.68,1,162.0M,Neutral 66.8,Neutral 66.7
ATTA GLOBAL GROUP BERHAD,"ATTA (7099) [s]
ATTA GLOBAL GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.545 - 0.930,-1.11,-38,-1.82,0,0,0.42,77.18,1,147.2M,Neutral 58.8,Neutral 61.3
APM AUTOMOTIVE HOLDINGS BERHAD,"APM (5015) [s]
APM AUTOMOTIVE HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,2.680 - 3.820,3.02,16,19.07,5,0.0161,0.49,661.89,0,625.0M,Neutral 63.9,Neutral 66.7
ORNAPAPER BERHAD,"ORNA (5065) [s]
ORNAPAPER BERHAD Summary",Industrial Products & Services - Main Market,0.880 - 1.780,5.73,8,12.49,0,0,0.47,465.16,0,77.5M,Neutral 58.8,Neutral 53.8
DKSH HOLDINGS (MALAYSIA) BERHAD,"DKSH (5908)
DKSH HOLDINGS (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,2.140 - 4.420,7.47,9,28.3,0,0,0.65,3813.22,0,389.4M,Neutral 47.7,Oversold 11.1
COMPUGATES HOLDINGS BERHAD,"COMPUGT (5037) [s]
COMPUGATES HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.020 - 0.030,-5.2,-10,-0.26,0,0,0.5,0.82,3,58.7M,Neutral 48.1,Neutral 50.0
SIGNATURE INTERNATIONAL BERHAD,"SIGN (7246) [s]
SIGNATURE INTERNATIONAL BERHAD Summary",Consumer Products & Services - Main Market,0.315 - 0.675,1.34,39,1.02,1.5,0.0375,0.53,83.22,0,96.1M,Neutral 67.4,Neutral 73.3
GD EXPRESS CARRIER BERHAD,"GDEX (0078) [s]
GD EXPRESS CARRIER BERHAD Summary",Transportation & Logistics - Main Market,0.255 - 0.600,5.22,74,0.47,0.19,0.0055,3.83,5.41,6,"1,946.3M",Neutral 58.0,Neutral 47.4
GLOBETRONICS TECHNOLOGY BERHAD,"GTRONIC (7022) [s]
GLOBETRONICS TECHNOLOGY BERHAD Summary",Technology - Main Market,1.390 - 5.540,23.29,18,10.48,7.28,0.0383,4.22,49.02,4,"1,271.3M",Neutral 47.4,Oversold 11.1
SALUTICA BERHAD,"SALUTE (0183) [s]
SALUTICA BERHAD Summary",Consumer Products & Services - Main Market,0.350 - 0.775,1.34,66,0.57,2.4,0.0632,0.89,49.92,1,147.4M,Neutral 45.1,Neutral 27.8
MCLEAN TECHNOLOGIES BERHAD,"MCLEAN (0167) [s]
MCLEAN TECHNOLOGIES BERHAD Summary",Industrial Products & Services - Ace Market,0.090 - 0.170,-16.13,-4,-2.42,0,0,0.6,38.23,0,16.1M,Neutral 35.8,Oversold 0.0
NEW HOONG FATT HOLDINGS BERHAD,"NHFATT (7060) [s]
NEW HOONG FATT HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,2.500 - 3.530,3.07,16,16.94,3,0.0111,0.49,310.89,1,223.2M,Neutral 44.1,Neutral 55.6
GPA HOLDINGS BERHAD,"GPA (7096)
GPA HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.080 - 0.120,0.36,274,0.04,0,0,1.05,4.81,2,112.8M,Overbought 86.6,Overbought 85.7
N2N CONNECT BERHAD,"N2N (0108) [s]
N2N CONNECT BERHAD Summary",Technology - Ace Market,0.670 - 1.370,5.18,42,2.19,0.89,0.0097,2.16,18.07,5,547.1M,Neutral 43.5,Neutral 43.8
CEPATWAWASAN GROUP BERHAD,"CEPAT (8982) [s]
CEPATWAWASAN GROUP BERHAD Summary",Plantation - Main Market,0.530 - 0.790,1.46,37,1.63,1.5,0.025,0.54,75.59,1,191.1M,Neutral 48.8,Oversold 18.2
PANPAGES BERHAD,"PANPAGE (0041) [s]
PANPAGES BERHAD Summary",Technology - Main Market,0.190 - 0.315,-117.59,-2,-9.76,0,0,2.65,5.84,4,58.4M,Neutral 41.4,Oversold 0.0
INNOPRISE PLANTATIONS BERHAD,"INNO (6262) [s]
INNOPRISE PLANTATIONS BERHAD Summary",Plantation - Main Market,0.605 - 0.895,1.63,35,2.13,0,0,0.56,23.85,3,354.4M,Neutral 56.5,Neutral 35.3
HARBOUR-LINK GROUP BERHAD,"HARBOUR (2062) [s]
HARBOUR-LINK GROUP BERHAD Summary",Transportation & Logistics - Main Market,0.620 - 0.760,9.27,7,9.18,1,0.0148,0.68,168.58,0,270.3M,Neutral 43.1,Neutral 22.2
UNISEM (M) BERHAD,"UNISEM (5005) [s]
UNISEM (M) BERHAD Summary",Technology - Main Market,1.600 - 3.300,6.64,21,13.06,4.5,0.0162,1.41,184.14,2,"2,040.0M",Oversold 29.5,Oversold 15.8
PUBLIC PACKAGES HOLDINGS BHD,"PPHB (8273) [s]
PUBLIC PACKAGES HOLDINGS BHD Summary",Industrial Products & Services - Main Market,0.390 - 0.690,8.54,6,10.08,0,0,0.48,105.44,1,107.5M,Neutral 59.1,Neutral 70.0
CHEETAH HOLDINGS BERHAD,"CHEETAH (7209) [s]
CHEETAH HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.290 - 0.495,0.45,71,0.49,0.4,0.0114,0.32,90.12,0,44.7M,Neutral 52.2,Neutral 75.0
YONG TAI BERHAD,"YONGTAI (7066) [s]
YONG TAI BERHAD Summary",Property - Main Market,0.300 - 1.550,-0.53,-60,-0.59,0,0,0.32,23.67,2,172.4M,Neutral 49.4,Neutral 50.0
MI TECHNOVATION BERHAD,"MI (5286) [s]
MI TECHNOVATION BERHAD Summary",Technology - Main Market,1.390 - 3.370,13.42,26,8.86,5,0.0219,3.45,32.08,7,"1,140.0M",Neutral 39.1,Oversold 1.9
KRETAM HOLDINGS BERHAD,"KRETAM (1996) [s]
KRETAM HOLDINGS BERHAD Summary",Plantation - Main Market,0.365 - 0.855,-0.04,-32,-1.26,0,0,0.01,21.93,2,931.1M,Neutral 48.7,Neutral 66.7
MARINE & GENERAL BERHAD,"M&G (5078)
MARINE & GENERAL BERHAD Summary",Transportation & Logistics - Main Market,0.055 - 0.195,-32,-1,-5.68,0,0,0.45,23.49,0,57.9M,Neutral 56.3,Neutral 66.7
NEXTGREEN GLOBAL BERHAD,"NGGB (7241) [s]
NEXTGREEN GLOBAL BERHAD Summary",Industrial Products & Services - Main Market,0.330 - 0.640,1.04,168,0.29,0,0,1.75,7.93,6,229.5M,Neutral 55.8,Neutral 60.0
CCK CONSOLIDATED HOLDINGS BERHAD,"CCK (7035) [s]
CCK CONSOLIDATED HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.365 - 2.050,10.52,15,4.42,0,0,1.54,98.8,1,406.8M,Neutral 63.0,Neutral 60.9
KPS CONSORTIUM BERHAD,"KPSCB (9121) [s]
KPS CONSORTIUM BERHAD Summary",Industrial Products & Services - Main Market,0.470 - 0.700,3.93,7,7.08,0,0,0.28,524.76,0,74.7M,Neutral 46.8,Neutral 25.0
PETRONAS CHEMICALS GROUP BERHAD,"PCHEM (5183) [s]
PETRONAS CHEMICALS GROUP BERHAD Summary",Industrial Products & Services - Main Market,7.930 - 10.200,16.34,15,62.24,32,0.0346,2.43,244.7,4,"74,000.0M",Neutral 61.1,Neutral 75.9
